,2012-01-31,2012-04-30,2013-01-31,2013-11-30,2014-11-30,2015-11-30,2016-11-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-2364.000,,-1307.000,,,,
DebtConversionConvertedInstrumentAmount1,,,0.000,,,,
EarningsPerShareBasicAndDiluted,,,0.000,,,,
ExplorationExpenseMining,,,0.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,0.000,,,,
GeneralAndAdministrativeExpense,6123.000,4975.000,7997.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-21370.000,-18581.000,-22315.000,,,,
IncomeTaxExpenseBenefit,,,0.000,,,,
IncomeTaxesPaid,,,0.000,,,,
IncreaseDecreaseInAccountsPayable,4030.000,,4075.000,,,,
InterestExpense,601.000,726.000,152.000,,,,
InterestPaid,,,0.000,,,,
NetCashProvidedByUsedInFinancingActivities,12815.000,,15481.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,12815.000,,15481.000,,,,
NetCashProvidedByUsedInOperatingActivities,-15179.000,,-16788.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-15179.000,,-16788.000,,,,
NetIncomeLoss,-21370.000,-18581.000,-22315.000,,,,
NonoperatingIncomeExpense,-601.000,-726.000,-152.000,,,,
OperatingExpenses,20769.000,17855.000,22163.000,,,,
OperatingIncomeLoss,-20769.000,-17855.000,-22163.000,,,,
OtherNoncashIncomeExpense,-1560.000,,-1300.000,,,,
PaidInKindInterest,601.000,,152.000,,,,
ProceedsFromIssuanceOfCommonStock,14688.000,,9980.000,,,,
ProceedsFromOtherDebt,1000.000,,5704.000,,,,
ProceedsFromRelatedPartyDebt,3000.000,,0.000,,,,
ProfessionalFees,14646.000,12880.000,14166.000,,,,
RepaymentsOfOtherDebt,,,203.000,,,,
RepaymentsOfRelatedPartyDebt,5873.000,,0.000,,,,
StockIssued1,,,0.000,,,,
StockIssuedDuringPeriodSharesNewIssues,,,,,0.000,160000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,11771131.000,12264146.000,12264146.000,12264146.000,56374085.000
WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,,,,12264146.000,12264146.000,12264146.000,56892843.000
