,2011-11-30,2012-02-28,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31
AmortizationOfDebtDiscountPremium,0.000,,0.000,,,,,,,,,,,,,,,,,
AssetImpairmentCharges,15693.000,,0.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-55291.000,,,,,,,,,,,,,,,,726.000,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,,,,,,,,16833.000,,,,,,,
EarningsPerShareBasic,-0.270,-0.220,-0.020,-0.050,-0.020,-0.020,-0.020,0.000,-0.020,-0.020,-0.020,-0.020,-0.020,-0.020,-0.020,-0.020,-0.040,-0.020,-0.010,0.050
ExplorationExpenseMining,121640.000,310640.000,0.000,1.000,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,,,-984.000,-1344.000,,,,,,
GeneralAndAdministrativeExpense,11052.000,10874.000,12700.000,12847.000,1631.000,956.000,1499.000,-6027.000,1500.000,1500.000,1500.000,-571.000,81.000,121.000,1262.000,2011.000,128033.000,142695.000,2049.000,1411.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,32911.000,,,,1499.000,,,,1500.000,,,,-903.000,,,,-1128.000,,,
IncreaseDecreaseInAccruedTaxesPayable,15479.000,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,,,,,,,13822.000,,,
IncreaseDecreaseInPrepaidExpensesOther,39629.000,,,,,,,,,,,,,,,,,,,
InterestExpense,20322.000,23750.000,24560.000,24591.000,24324.000,24067.000,24712.000,24711.000,24443.000,24443.000,24712.000,24712.000,24443.000,23906.000,24712.000,24712.000,24458.000,-24428.000,-24712.000,122992.000
LegalFees,,,,,,,,,,,,,,,,,13198.000,8481.000,6937.000,2434.000
ManagementFeeExpense,0.000,,0.000,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,28118.000,,,,-845.000,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,28118.000,,,,-845.000,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-89409.000,,,,845.000,,,,,,,,,,,,726.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-89409.000,,,,845.000,,,,,,,,,,,,726.000,,,
NetIncomeLoss,-437171.000,-364491.000,-38261.000,-56963.000,-25955.000,-25023.000,-26211.000,-18684.000,-25943.000,-25943.000,-26212.000,-48594.000,-23540.000,-22683.000,-25974.000,-28627.000,-162426.000,-172320.000,-32784.000,202200.000
OperatingExpenses,151156.000,340741.000,13701.000,30653.000,1631.000,956.000,1499.000,-6027.000,1500.000,1500.000,1500.000,23882.000,81.000,121.000,1262.000,,,,,
OperatingIncomeLoss,,,,,-1631.000,-956.000,-1499.000,6027.000,-1500.000,-1500.000,-1500.000,-23882.000,-81.000,-121.000,-1262.000,-4748.000,141231.000,151176.000,8986.000,-606631.000
OtherExpenses,286015.000,23750.000,24560.000,26310.000,24324.000,24067.000,24712.000,24711.000,24443.000,24443.000,24712.000,24712.000,,,,,,,,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,,,,,,,,,,,,,,,9120.000,,,
ProceedsFromRelatedPartyDebt,50000.000,,,,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfBankOverdrafts,-21882.000,,,,-845.000,,,,,,,,,,,,,,,
ProfessionalFees,3739.000,,0.000,,,,,,,,,,,,,,,,,
ProfitLoss,-437171.000,,,,,,,,,,,,,,,,,,,
ServicingFees,,,,,,,,,,,,,,,,,2500.000,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,0.120,,,,0.120,,,,,,,,,,,
ShareBasedGoodsAndNonemployeeServicesTransactionCapitalizedCost,,,,,,,,,,,,,,,,,126000.000,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,5150000.000,,,,5000000.000,,,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,1612500.000,1612500.000,1612500.000,-3225000.000,1612500.000,1612500.000,1612500.000,-3225000.000,1612500.000,1612500.000,1612500.000,-3225000.000,1612500.000,1612500.000,1612500.000,-3225000.000,4085145.000,6953159.000,5782830.000,-10118352.000
