,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,2619.000,2304.000,10192.000,5467.000,5977.000,5845.000,11092.000,12560.000,5235.000,2883.000,29407.000
Assets,10848063.000,10871536.000,10917888.000,10932154.000,7470246.000,7434478.000,7395843.000,8217234.000,8125188.000,8033084.000,5238939.000
CashAndCashEquivalentsAtCarryingValue,6329998.000,6429476.000,6535295.000,6606559.000,3096657.000,3213702.000,3246678.000,6549512.000,6435671.000,6405321.000,5225686.000
DueFromJointVentures,131764.000,139432.000,132459.000,35793.000,151594.000,69535.000,27074.000,0.000,0.000,0.000,0.000
DueToRelatedPartiesCurrentAndNoncurrent,11928.000,8124.000,8417.000,5752.000,5844.000,7908.000,7539.000,2233.000,4457.000,4346.000,4311.000
EquityMethodInvestments,,,,,,,4109865.000,1653840.000,1676178.000,1617617.000,0.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,4383299.000,4299626.000,4239485.000,4279518.000,4207769.000,4141515.000,,,,,
Liabilities,14547.000,10428.000,18609.000,11219.000,11821.000,13753.000,18631.000,14793.000,9692.000,7229.000,33718.000
LiabilitiesAndStockholdersEquity,10848063.000,10871536.000,10917888.000,10932154.000,7470246.000,7434478.000,7395843.000,8217234.000,8125188.000,8033084.000,5238939.000
OtherAssets,3002.000,3002.000,10649.000,10284.000,14226.000,9726.000,12226.000,13882.000,13339.000,10146.000,13253.000
PartnersCapital,10833516.000,10861108.000,10899279.000,10920935.000,7458425.000,7420725.000,7377212.000,8202441.000,8115496.000,8025855.000,5205221.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,10833516.000,10861108.000,10899279.000,10920935.000,7458425.000,7420725.000,7377212.000,8202441.000,8115496.000,8025855.000,5205221.000
