,2012-02-29,2013-02-28,2014-02-28,2015-02-28
AdjustmentsToAdditionalPaidInCapitalOther,,,46880.000,
CashAcquiredFromAcquisition,,,,764.000
CashAndCashEquivalentsPeriodIncreaseDecrease,6416.000,-2484.000,-1677.000,98401.000
CostOfRevenue,41058.000,125526.000,0.000,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.020
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340
GeneralAndAdministrativeExpense,25906.000,45838.000,41157.000,616827.000
GrossProfit,6222.000,25854.000,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,-649094.000
IncomeTaxExpenseBenefit,,0.000,0.000,2400.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,7000.000,14000.000,-221000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-7000.000,-14000.000,
IncomeTaxesPaid,97.000,0.000,0.000,
IncomeTaxesPaidNet,,,,2400.000
IncreaseDecreaseInAccountsPayable,52735.000,-49235.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,12480.000,12165.000
IncreaseDecreaseInFilmCosts1,,,,1238023.000
IncreaseDecreaseInInterestPayableNet,,,,24336.000
IncreaseDecreaseInInventories,-45735.000,45735.000,,
IncreaseDecreaseInOtherOperatingAssets,,,,3105.000
InterestExpenseOther,,,,32332.000
InterestPaid,,0.000,0.000,
NetCashProvidedByUsedInFinancingActivities,19100.000,21000.000,27000.000,2828497.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,19100.000,21000.000,27000.000,2828497.000
NetCashProvidedByUsedInInvestingActivities,,,,-601257.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-601257.000
NetCashProvidedByUsedInOperatingActivities,-12684.000,-23484.000,-28677.000,-2128839.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-12684.000,-23484.000,-28677.000,-2128839.000
NetIncomeLoss,-19684.000,-19984.000,-41157.000,-651494.000
NotesReduction,,,46880.000,
OperatingExpenses,,,,616827.000
OperatingIncomeLoss,,,,-616827.000
OtherExpenses,,,,32267.000
OtherIncome,,,,65.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,1000.000
ProceedsFromConvertibleDebt,,,,1750000.000
ProceedsFromIssuanceOfCommonStock,19100.000,,,
ProceedsFromRelatedPartyDebt,,21000.000,32000.000,1098497.000
ProceedsFromSaleOfOtherReceivables,,,,-601021.000
RepaymentsOfRelatedPartyDebt,,,5000.000,20000.000
Revenues,47280.000,151380.000,0.000,
SalesRevenueNet,47280.000,151380.000,0.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,6000.000,14000.000,221000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,39755000.000,39755000.000
WeightedAverageNumberOfSharesOutstandingBasic,38197808.000,39755000.000,,
