,2011-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,967000.000
AmortizationOfDebtDiscountPremium,0.000
CapitalLeaseObligationsIncurred,24000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,43740000.000
ComprehensiveIncomeNetOfTax,-5247000.000
CostsAndExpenses,703765000.000
DeferredIncomeTaxExpenseBenefit,-4270000.000
DepreciationAndAmortization,13708000.000
DepreciationDepletionAndAmortization,16216000.000
EarningsPerShareBasic,-0.060
EarningsPerShareDiluted,-0.060
FuelCosts,270091000.000
GainLossOnDerivativeInstrumentsNetPretax,-38918000.000
GainLossOnSaleOfPropertyPlantEquipment,-789000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-13081000.000
IncomeTaxExpenseBenefit,-4270000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,23626000.000
IncreaseDecreaseInAccountsReceivable,-18027000.000
IncreaseDecreaseInAirTrafficLiability,151524000.000
IncreaseDecreaseInDepositOtherAssets,140000.000
IncreaseDecreaseInFuelInventories,-16550000.000
IncreaseDecreaseInInventories,80000.000
IncreaseDecreaseInOtherOperatingAssets,-9190000.000
IncreaseDecreaseInPrepaidRent,3152000.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,589000.000
IncreaseDecreaseInRiskManagementAssetsAndLiabilities,-38088000.000
InterestCostsCapitalized,318000.000
InterestExpense,-15871000.000
InvestmentIncomeInterest,-288000.000
LaborAndRelatedExpense,146159000.000
MarketingAndAdvertisingExpense,9260000.000
NetCashProvidedByUsedInFinancingActivities,-51453000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-51453000.000
NetCashProvidedByUsedInInvestingActivities,-4175000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-4175000.000
NetCashProvidedByUsedInOperatingActivities,99368000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,99368000.000
NetIncomeLoss,-8811000.000
NonoperatingIncomeExpense,23653000.000
OperatingIncomeLoss,-36734000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-78000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,3642000.000
OtherCostAndExpenseOperating,67790000.000
OtherSalesRevenueNet,65250000.000
PassengerRevenue,601781000.000
PaymentsToAcquirePropertyPlantAndEquipment,5301000.000
ProceedsFromIssuanceOfLongTermDebt,0.000
ProceedsFromLinesOfCredit,65000000.000
ProceedsFromPaymentsForOtherFinancingActivities,-779000.000
ProceedsFromSaleOfAvailableForSaleSecurities,0.000
ProvisionForDoubtfulAccounts,132000.000
RepaymentsOfLinesOfCredit,100000000.000
RepaymentsOfLongTermDebtAndCapitalSecurities,16093000.000
Revenues,667031000.000
SaleLeasebackTransactionCurrentPeriodGainRecognized,-1333000.000
SalesRevenueNet,667031000.000
SellingExpense,26900000.000
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,289000.000
StockIssuedDuringPeriodValueShareBasedCompensation,188000.000
StockIssuedDuringPeriodValueStockOptionsExercised,130000.000
WeightedAverageNumberOfDilutedSharesOutstanding,135984000.000
WeightedAverageNumberOfSharesOutstandingBasic,135984000.000
