,2011-12-31,2012-12-31,2013-12-31,2014-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-31495.000,48692.000,9573.000,10577.000
Depreciation,76406.000,72412.000,72412.000,72412.000
DistributionsPerLimitedPartnershipUnitOutstanding,,17.610,19.270,20.480
GainLossOnDispositionOfAssets,545973.000,,,
GainLossOnDispositionOfProperty,545973.000,,,
GeneralAndAdministrativeExpense,145625.000,94173.000,91074.000,117951.000
IncreaseDecreaseInAccountsPayable,23335.000,-12620.000,-9964.000,12957.000
IncreaseDecreaseInAccountsPayableRelatedParties,6924.000,6415.000,13006.000,4475.000
IncreaseDecreaseInDepositsOutstanding,-786.000,,170.000,241.000
IncreaseDecreaseInDueFromRelatedPartiesCurrent,-6349.000,-1122.000,7108.000,5612.000
InvestmentIncomeInterest,486.000,491.000,537.000,580.000
NetCashProvidedByUsedInFinancingActivities,,,,-978800.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,-978800.000
NetCashProvidedByUsedInOperatingActivities,901835.000,890520.000,930999.000,989377.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,901835.000,890520.000,930999.000,989377.000
NetIncomeLoss,1334008.000,823191.000,862823.000,905386.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,27.940,,,
OperatingExpenses,222031.000,166585.000,163486.000,190363.000
OperatingIncomeLoss,783624.000,819085.000,860086.000,895931.000
OperatingLeasesIncomeStatementLeaseRevenue,1005655.000,985670.000,1023572.000,1086294.000
OperatingLeasesRentExpenseMinimumRentals,,3500.000,3500.000,3500.000
OtherNonoperatingIncome,3925.000,3615.000,2200.000,8875.000
PartnersCapitalAccountDistributions,2165050.000,841828.000,921426.000,978800.000
PaymentsOfDividends,2165050.000,841828.000,921426.000,978800.000
ProceedsFromSaleOfPropertyHeldForSale,1231720.000,,,
RealEstateAccumulatedDepreciationOtherAdditions,,72412.000,72412.000,72412.000
RealEstateAccumulatedDepreciationOtherDeductions,,,,0.000
RealEstateOtherAdditions,,,,0.000
RealEstateOtherDeductions,,,,0.000
SalesRevenueGoodsGross,,8213914.000,8529770.000,9052444.000
WeightedAverageLimitedPartnershipUnitsOutstanding,47261.000,47261.000,47261.000,47261.000
