,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,4800000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,57000000.000,,,,49000000.000,,,,22000000.000,,,,6000000.000,,,,3000000.000,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,26000000.000,,18000000.000,30000000.000,26000000.000,26000000.000,18000000.000,19000000.000,18000000.000,23000000.000,14000000.000,20000000.000,20000000.000,22000000.000,19000000.000,21000000.000
AmortizationOfIntangibleAssets,14800000.000,14900000.000,14800000.000,13500000.000,14000000.000,17000000.000,21000000.000,-4000000.000,12000000.000,13000000.000,13000000.000,13000000.000,12000000.000,12000000.000,12000000.000,12000000.000,11000000.000,11000000.000,17000000.000,28000000.000,24000000.000,23000000.000,23000000.000,26000000.000,24000000.000,25000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-256000000.000,,,,-36000000.000,,,,1145000000.000,,,,-11000000.000,,,,-1321000000.000,,,,119000000.000,,,,19000000.000,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,-25000000.000,,,,0.000,,,,0.000,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,2159000000.000,,,,0.000,,,,0.000,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,73000000.000,,,,0.000,,,,-129000000.000,,,,0.000,,,,,
CommonStockDividendsPerShareDeclared,0.250,0.250,0.250,0.250,0.255,0.255,0.255,0.255,0.280,0.280,0.280,0.280,0.300,0.300,0.300,0.300,0.330,0.330,0.330,0.330,0.360,0.360,0.360,0.360,0.410,0.410
ComprehensiveIncomeNetOfTax,148100000.000,223600000.000,319500000.000,,144000000.000,196000000.000,363000000.000,-358000000.000,798000000.000,207000000.000,251000000.000,441000000.000,254000000.000,269000000.000,123000000.000,-1079000000.000,224000000.000,435000000.000,211000000.000,200000000.000,314000000.000,336000000.000,884000000.000,399000000.000,437000000.000,457000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,5500000.000,5000000.000,1800000.000,,7000000.000,-2000000.000,10000000.000,,,,,,,,,,,,,,,,,,,
