,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AmortizationOfFinancingCosts,,23000.000,,,,10000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,7164000.000,,,,27000.000
Depreciation,1908000.000,1400000.000,1357000.000,1207000.000,900000.000,1085000.000
DepreciationExpense,,1914000.000,,,,1085000.000
DistributionsPerLimitedPartnershipUnitOutstanding,,,79.960,4.830,,
GainLossOnSaleOfProperties,,22314000.000,15000.000,9106000.000,0.000,0.000
GainsLossesOnExtinguishmentOfDebt,0.000,4000.000,0.000,0.000,-4000.000,
GainsLossesOnSalesOfInvestmentRealEstate,,-22314000.000,,,,0.000
GeneralAndAdministrativeExpense,79000.000,76000.000,70000.000,67000.000,58000.000,53000.000
IncomeLossFromContinuingOperations,,-921000.000,-823000.000,-751000.000,-738000.000,-648000.000
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,,-9.100,-8.140,-7.410,-7.290,-6.410
IncomeLossFromDiscontinuedOperationsNetOfTax,,-464000.000,38000.000,-2909000.000,-158000.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,,-4.580,0.370,-28.760,-1.560,0.000
IncomeLossFromExtraordinaryItemsNetOfTaxPerOutstandingLimitedPartnershipUnit,,218.490,0.150,89.240,-0.000,0.000
IncreaseDecreaseInAccountsPayable,,117000.000,,,,-4000.000
IncreaseDecreaseInAccountsReceivable,,163000.000,,,,12000.000
IncreaseDecreaseInAccruedTaxesPayable,,23000.000,,,,127000.000
IncreaseDecreaseInDueToAffiliates,,-942000.000,,,,-1000.000
IncreaseDecreaseInOtherCurrentAssets,,-112000.000,,,,-63000.000
IncreaseDecreaseInOtherCurrentLiabilities,,-180000.000,,,,-126000.000
IncreaseDecreaseInSecurityDeposits,,-100000.000,,,,-3000.000
InterestExpenseBorrowings,850000.000,625000.000,549000.000,430000.000,196000.000,428000.000
InterestPaid,,1489000.000,,,,420000.000
NetCashProvidedByUsedInFinancingActivities,,-21360000.000,,,,-275000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-21360000.000,,,,-275000.000
NetCashProvidedByUsedInInvestingActivities,,28999000.000,,,,-87000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,28999000.000,,,,-87000.000
NetCashProvidedByUsedInOperatingActivities,,-475000.000,,,,389000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-475000.000,,,,389000.000
NetIncomeLoss,-1360000.000,20929000.000,-770000.000,5446000.000,-896000.000,-648000.000
NetIncomeLossAllocatedToGeneralPartners,-160000.000,2653000.000,-90000.000,710000.000,-106000.000,-76000.000
NetIncomeLossAllocatedToLimitedPartners,-1200000.000,18276000.000,-680000.000,4736000.000,-790000.000,-572000.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-13.440,204.810,-7.620,53.070,-8.850,-6.410
OperatingExpenses,1137000.000,694000.000,718000.000,510000.000,92000.000,495000.000
OtherIncome,334000.000,221000.000,243000.000,159000.000,28000.000,156000.000
OtherMaterialNoncashItems,,45000.000,,,,35000.000
PaymentsOfFinancingCosts,,0.000,,,,
ProceedsFromContributionsFromAffiliates,,0.000,,,,
ProceedsFromInsuranceSettlementInvestingActivities,,0.000,,,,
ProceedsFromRealEstateAndRealEstateJointVentures,,29432000.000,,,,0.000
ProfitLoss,,20929000.000,,,,-648000.000
PropertyPlantAndEquipmentAdditions,,-433000.000,,,,-87000.000
RealEstateRevenueNet,2336000.000,1779000.000,1754000.000,1393000.000,635000.000,1384000.000
RealEstateTaxExpense,56000.000,126000.000,126000.000,89000.000,155000.000,127000.000
RepaymentsOfDebt,,-238000.000,,,,110000.000
RepaymentsOfLongTermDebt,,-15349000.000,,,,0.000
RepaymentsOfOtherDebt,,-5773000.000,,,,
RepaymentsOfRelatedPartyDebt,,,,,,165000.000
Revenues,2670000.000,2000000.000,1997000.000,1552000.000,663000.000,1540000.000
SalesRevenueNet,2336000.000,1779000.000,1754000.000,1393000.000,635000.000,1384000.000
