,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,2583000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,8741000.000,,,,-208869000.000,,,,21495000.000,,,,-5767000.000
CostsAndExpenses,11379000.000,11610000.000,15936000.000,21575000.000,28917000.000,25249000.000,29170000.000,52306000.000,32645000.000,34720000.000,39502000.000,51178000.000,39150000.000
DeferredIncomeTaxesAndTaxCredits,,,,,-249000.000,,,,95000.000,,,,
DepreciationDepletionAndAmortization,3058000.000,3024000.000,4318000.000,6051000.000,7488000.000,7715000.000,10684000.000,12316000.000,9388000.000,10622000.000,11319000.000,14636000.000,11775000.000
DistributedEarnings,,,,,16853000.000,17769000.000,19180000.000,21352000.000,22965000.000,24683000.000,26570000.000,27998000.000,29731000.000
DistributionMadeToLimitedPartnerCashDistributionsDeclared,12487000.000,13074000.000,14102000.000,15829000.000,17266000.000,18456000.000,20164000.000,22711000.000,25608000.000,28912000.000,32175000.000,34895000.000,38043000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,2174000.000,,,,15829000.000,,,,22711000.000,,,,34895000.000
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,0.212,0.223,0.240,0.266,0.278,0.292,0.307,0.321,0.340,0.365,0.385,0.406,0.427
GeneralAndAdministrativeExpense,2595000.000,2848000.000,3065000.000,3822000.000,3565000.000,3160000.000,3444000.000,3589000.000,4161000.000,3578000.000,4094000.000,4132000.000,3830000.000
IncentiveDistributionDistributionPerYear,,,,,410000.000,,,,,,,,
IncomeLossAttributableToParent,,,17543000.000,,12605000.000,33662000.000,31428000.000,24146000.000,43298000.000,49447000.000,48707000.000,47379000.000,58137000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,10572000.000,12320000.000,17672000.000,28748000.000,12479000.000,33611000.000,31543000.000,24459000.000,43540000.000,49750000.000,48942000.000,47711000.000,58441000.000
