,2012-06-30,2013-06-30,2014-06-30,2015-06-30,2016-06-30
AdjustmentsToAdditionalPaidInCapitalOther,,224000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-42136.000,-65609.000,15039.000,-269249.000,14579.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,-78251.000,0.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,-162177.000,0.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-33028.000,0.000,
CostOfGoodsSold,12220544.000,,,,
CostOfRevenue,,11421441.000,4413257.000,,4460496.000
DeferredIncomeTaxExpenseBenefit,-475000.000,1136000.000,218000.000,-205000.000,141000.000
DepreciationDepletionAndAmortization,231701.000,206499.000,96258.000,89815.000,77299.000
EarningsPerShareBasic,-0.360,,1.770,-0.590,-0.330
EarningsPerShareBasicAndDiluted,,-1.390,,,
EarningsPerShareDiluted,-0.360,,1.160,,
ExtinguishmentOfDebtAmount,,,-440000.000,-202949.000,-377572.000
GainsLossesOnExtinguishmentOfDebt,,-224000.000,0.000,,
GeneralAndAdministrativeExpense,1174405.000,1216424.000,554814.000,514676.000,526636.000
GrossProfit,1094181.000,1335613.000,864580.000,-312023.000,71676.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-983750.000,-847750.000,376672.000,-911346.000,-310027.000
IncomeLossFromContinuingOperationsPerBasicShare,,,0.240,-0.590,
IncomeLossFromContinuingOperationsPerDilutedShare,,,0.160,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,2193290.000,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,1.530,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,1.000,,
IncomeTaxExpenseBenefit,-475000.000,1136000.000,,,
IncomeTaxesPaid,7497.000,1000.000,,,
IncreaseDecreaseInAccountsPayable,-889572.000,-934382.000,-509470.000,55522.000,-421583.000
IncreaseDecreaseInAccountsReceivable,-948812.000,811957.000,-393183.000,-769862.000,10242.000
IncreaseDecreaseInAccruedLiabilities,3544.000,129303.000,52031.000,466184.000,151178.000
IncreaseDecreaseInDeferredRevenue,215991.000,-5753.000,-302247.000,252582.000,-181047.000
IncreaseDecreaseInInventories,-1468690.000,-2243459.000,-33121.000,-446421.000,-1340150.000
IncreaseDecreaseInOtherOperatingAssets,13062.000,18426.000,2789.000,-7978.000,-5039.000
IncreaseDecreaseInRestrictedCash,-2942.000,-48816.000,18.000,-38117.000,0.000
InterestExpense,497884.000,385094.000,228367.000,155398.000,133079.000
InterestPaid,528092.000,528092.000,,,
InvestmentIncomeInterest,26358.000,29198.000,1575.000,271.000,918.000
NetCashProvidedByUsedInFinancingActivities,-774869.000,-208636.000,-1135561.000,-1136805.000,-296613.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-774869.000,-208636.000,-1057310.000,-1136805.000,-296613.000
NetCashProvidedByUsedInInvestingActivities,-352113.000,-146786.000,1308299.000,28437.000,-9565.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-352113.000,-146786.000,1470476.000,28437.000,-9565.000
NetCashProvidedByUsedInOperatingActivities,1084846.000,289813.000,-157699.000,839119.000,320757.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1084846.000,289813.000,-124671.000,839119.000,320757.000
NetIncomeLoss,-508750.000,-1983750.000,2530532.000,-841296.000,-468527.000
NonoperatingIncomeExpense,-476640.000,-578279.000,213208.000,47822.000,245411.000
NotesIssued1,,37273.000,,,
OperatingExpenses,1601291.000,1605084.000,701116.000,647145.000,627114.000
OperatingIncomeLoss,-507110.000,-269471.000,163464.000,-959168.000,-555438.000
OtherNonoperatingIncome,-5114.000,1617.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,252563.000,90782.000,29506.000,9680.000,9565.000
ProceedsFromIssuanceOfLongTermDebt,0.000,,,,
ProceedsFromRepaymentsOfLinesOfCredit,-500000.000,64155.000,,,
RepaymentsOfLongTermDebt,244869.000,272791.000,,,
RepaymentsOfNotesPayable,,,150000.000,0.000,
RepaymentsOfShortTermDebt,30000.000,0.000,,,
Revenues,13314725.000,12757054.000,5277837.000,,4532172.000
SalesRevenueNet,13314725.000,12757054.000,5277837.000,,4532172.000
SellingAndMarketingExpense,,,146302.000,132469.000,100478.000
SellingExpense,426886.000,388660.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,2196338.000,1431503.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,1431503.000
WeightedAverageNumberOfSharesOutstandingBasic,,,1431503.000,1431503.000,
