,2011-11-30,2012-02-29,2012-11-30,2013-02-28,2013-08-31,2013-11-30,2014-02-28,2014-08-31,2014-11-30,2015-02-28,2015-08-31,2015-11-30,2016-02-29,2016-07-31
IncreaseDecreaseInInventories,,,,,35.000,,,431.000,,,-108.000,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,,554.000,,,,,,3018.000,,,107276.000
IncreaseDecreaseInOtherDeposits,,,,,,,,,,,,,,67878.000
IncreaseDecreaseInOtherPolicyholderFunds,,,,,,,,,,,,,,221397.000
IncreaseDecreaseInOtherReceivables,,,,,94359.000,,,-778930.000,,,244386.000,,,-61014.000
LongTermPurchaseCommitmentAmount,,,,,,,,,,,2709789.000,,,
NetCashProvidedByUsedInFinancingActivities,,,,,6563.000,,,-1381666.000,,,-150712.000,,,-18022.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,6563.000,,,-1381666.000,,,-150712.000,,,-18022.000
NetCashProvidedByUsedInInvestingActivities,,,,,-1431.000,,,2831512.000,,,-32870.000,,,236241.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-1431.000,,,4422255.000,,,-32870.000,,,236241.000
NetCashProvidedByUsedInOperatingActivities,,,,,306880.000,,,609803.000,,,13217.000,,,-213939.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,306880.000,,,723614.000,,,13217.000,,,-213939.000
NetIncomeLoss,,,10469.000,65904.000,,,29326.000,892845.000,-53057.000,-355293.000,-183171.000,-179723.000,-571928.000,-131222.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,-27035.000,-6236.000,32565.000,20575.000,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,-27365.000,-73211.000,3795.000,-20546.000,-32761.000,-190332.000,-71711.000,-130061.000,-129109.000
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,6674.000,79667.000,57322.000,-7775.000,-16894.000,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,-180228.000,-71711.000,-116699.000,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,,,,,,,-10104.000,,-13362.000,-53845.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,,,,,-180228.000,-71711.000,-116699.000,-75264.000
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,,,,,,,-73708.000,4777.000,-20614.000,-33205.000,,,,
OtherIncome,30929.000,104412.000,60714.000,55946.000,42382.000,103920.000,38943.000,81449.000,49655.000,20125.000,71230.000,1527.000,10296.000,1277.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,133287.000,,,77924.000,,,85689.000
ProceedsFromDivestitureOfInterestInSubsidiariesAndAffiliates,,,,,,,,4565935.000,,,,,,
ProfitLoss,72305.000,218765.000,,,123529.000,500697.000,56361.000,-104018.000,,,-191188.000,-190042.000,-413257.000,-87635.000
Revenues,3032897.000,2408092.000,1511465.000,2123478.000,1494879.000,1410600.000,1460418.000,2177315.000,2384134.000,1536250.000,1858442.000,1292505.000,1364041.000,790053.000
SalariesAndWages,-264951.000,-284550.000,204861.000,226957.000,215830.000,189468.000,276115.000,213455.000,162973.000,250330.000,162101.000,151391.000,234699.000,127139.000
SalesRevenueNet,3001968.000,2303680.000,1450751.000,2067532.000,1452497.000,1306680.000,1421475.000,2095866.000,2334479.000,1516125.000,1787212.000,1290978.000,1353745.000,788776.000
WeightedAverageNumberOfSharesOutstandingBasic,282315325.000,282315325.000,282315325.000,282315325.000,282315325.000,282315325.000,282315325.000,282315325.000,282315325.000,282315325.000,282315356.000,282315356.000,282315356.000,282315356.000
