,2011-09-30,2012-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-76837.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,15477043.000
CommunicationsAndInformationTechnology,65000.000,68852.000
ComprehensiveIncomeNetOfTax,-117000.000,-85354.000
DepreciationNonproduction,,46496.000
EarningsPerShareBasicAndDiluted,-0.200,-0.100
EquipmentExpense,68000.000,69050.000
FederalDepositInsuranceCorporationPremiumExpense,100000.000,80000.000
FeesAndCommissions,10000.000,
GainLossOnSaleOfSecuritiesNet,190000.000,54731.000
GainLossOnSalesOfLoansNet,,202674.000
GainsLossesOnSalesOfOtherRealEstate,,27550.000
ImpairmentOfRealEstate,,175070.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-98000.000,-47209.000
IncomeTaxesPaid,,0.000
IncreaseDecreaseInAccruedInterestReceivableNet,,-124279.000
IncreaseDecreaseInInterestPayableNet,,-1230.000
IncreaseDecreaseInOtherOperatingAssets,,-136136.000
IncreaseDecreaseInOtherOperatingLiabilities,,9671.000
InterestAndFeeIncomeLoansAndLeases,1329000.000,1177248.000
InterestAndOtherIncome,1409000.000,1239207.000
InterestExpense,306000.000,267386.000
InterestExpenseBorrowings,26000.000,40576.000
InterestExpenseDeposits,280000.000,226810.000
InterestIncomeExpenseAfterProvisionForLoanLoss,923000.000,971821.000
InterestIncomeExpenseNet,1103000.000,971821.000
InterestIncomeFederalFundsSold,8000.000,10154.000
InterestIncomeSecuritiesTaxExempt,41000.000,35922.000
InterestIncomeSecuritiesTaxable,31000.000,15883.000
InterestPaid,,268616.000
LaborAndRelatedExpense,479000.000,616165.000
LifeInsuranceCorporateOrBankOwnedChangeInValue,,21214.000
NetCashProvidedByUsedInFinancingActivities,,3224683.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,3224683.000
NetCashProvidedByUsedInInvestingActivities,,12028098.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,12028098.000
NetCashProvidedByUsedInOperatingActivities,,224262.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,224262.000
NetIncomeLoss,-98000.000,-47209.000
NoninterestExpense,1338000.000,1387068.000
NoninterestIncome,317000.000,368038.000
NoninterestIncomeOtherOperatingIncome,62000.000,66524.000
OccupancyNet,70000.000,68006.000
OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,19000.000,38145.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,19000.000,38145.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,190000.000,54731.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,-171000.000,-16586.000
OtherExpenseOfInsuranceEntities,52000.000,51313.000
OtherNoninterestExpense,97000.000,127231.000
PaymentsForProceedsFromDepositOnLoan,,-3224683.000
PaymentsForProceedsFromLoansAndLeases,,-4234012.000
PaymentsToAcquireAvailableForSaleSecurities,,5201830.000
PaymentsToAcquirePropertyPlantAndEquipment,,49318.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,7039857.000
ProceedsFromSaleOfLoansReceivable,,4971460.000
ProceedsFromSaleOfOtherRealEstate,,1033917.000
ProvisionForLoanLeaseAndOtherLosses,180000.000,
ServicingFeesNet,55000.000,44109.000
TransferOfOtherRealEstate,,2261875.000
