,2011-06-30,2011-09-30
CostOfGoodsSold,,237000.000
DepreciationAndAmortization,174000.000,148000.000
EarningsPerShareBasicAndDiluted,-0.000,-0.010
ForeignCurrencyTransactionGainLossBeforeTax,-2000.000,
GeneralAndAdministrativeExpense,3492000.000,3955000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-298000.000,-585000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-347000.000,-656000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.000,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTax,-9000.000,-12000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,0.000
IncomeTaxExpenseBenefit,49000.000,71000.000
InterestExpense,,2000.000
InvestmentIncomeInterestAndDividend,32000.000,63000.000
LicensesRevenue,4538000.000,
NetIncomeLoss,-356000.000,-668000.000
NonoperatingIncomeExpense,30000.000,61000.000
OperatingExpenses,7344000.000,7440000.000
OperatingIncomeLoss,-328000.000,-646000.000
OtherSalesRevenueNet,74000.000,280000.000
Revenues,7016000.000,6794000.000
SalesCommissionsAndFees,1925000.000,95000.000
SalesRevenueGoodsGross,,883000.000
SalesRevenueNet,7016000.000,6794000.000
