,2011-09-30,2011-12-31,2012-06-30,2012-09-30
AmortizationOfDebtDiscountPremium,,,64183.000,
AmortizationOfFinancingCosts,,,1086.000,
CashPeriodIncreaseDecrease,,,-13978.000,
DepreciationAndAmortization,,300.000,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.000
GainLossOnDerivativeInstrumentsNetPretax,265372.000,297091.000,93374.000,-11756.000
GeneralAndAdministrativeExpense,495151.000,228038.000,127927.000,161244.000
IncomeLossFromContinuingOperations,,,127927.000,-161244.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,180073.000,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,21887.000,
InterestExpense,306134.000,326959.000,175780.000,162376.000
InterestPaid,,,8700.000,
NetCashProvidedByUsedInFinancingActivities,,,22500.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,22500.000,
NetCashProvidedByUsedInOperatingActivities,,,-36478.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-36478.000,
NetIncomeLoss,-569005.000,-250055.000,-210333.000,-335376.000
NetIncomeLossAttributableToNoncontrollingInterest,5860.000,-13027.000,,
OperatingExpenses,495151.000,228338.000,-127927.000,161244.000
OperatingIncomeLoss,-495151.000,-228338.000,,
ProceedsFromIssuanceOfCommonStock,,,25000.000,
ProfitLoss,-563145.000,-263082.000,-210333.000,-335376.000
RepaymentsOfRelatedPartyDebt,,,2500.000,
StockIssuedDuringPeriodSharesIssuedForCash,,,416668.000,
StockIssuedDuringPeriodValueIssuedForCash,,,25000.000,
UnrealizedGainLossOnDerivatives,,,-93374.000,
UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,-27232.000,-4876.000,,
