,2011-07-03
CostOfServices,65958000.000
EarningsPerShareBasic,0.110
EarningsPerShareDiluted,0.100
GrossProfit,16536000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,8316000.000
IncomeTaxExpenseBenefit,2869000.000
InterestIncomeExpenseNet,-28000.000
LitigationSettlementExpense,1000.000
NetIncomeLoss,5447000.000
OperatingExpenses,8158000.000
OperatingIncomeLoss,8378000.000
OtherNonoperatingIncomeExpense,-34000.000
SalesRevenueServicesNet,82494000.000
SellingGeneralAndAdministrativeExpense,8086000.000
WeightedAverageNumberOfDilutedSharesOutstanding,52735000.000
WeightedAverageNumberOfSharesOutstandingBasic,51052000.000
