,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AssetRetirementObligationAccretionExpense,,18926.000,20261.000,21644.000,23276.000,24236.000
AssetRetirementObligationLiabilitiesIncurred,1399.000,4016.000,5382.000,,,7204.000
AssetRetirementObligationLiabilitiesSettled,,,8573.000,,,4730.000
CashAndCashEquivalentsPeriodIncreaseDecrease,16537.000,44921.000,-56283.000,-2574.000,18142.000,-8898.000
CostsAndExpenses,1140355.000,1076110.000,976070.000,991235.000,3124265.000,980735.000
CostsIncurredDevelopmentCosts,,26012.000,9710.000,8464.000,,
DepreciationDepletionAndAmortization,331832.000,338316.000,276452.000,284383.000,276491.000,136888.000
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,30.910,34.890,,
DistributionMadeToMemberOrLimitedPartnerDistributionsPaidPerUnit,,25.330,,,,
GeneralAndAdministrativeExpense,114210.000,87733.000,86808.000,98253.000,66746.000,64951.000
IncreaseDecreaseInDueFromAffiliatesCurrent,-75888.000,-40421.000,-16550.000,-38106.000,-122384.000,61163.000
IncreaseDecreaseInDueToAffiliatesCurrent,-25694.000,5894.000,-14235.000,1899.000,-20068.000,-3668.000
IncreaseDecreaseInPrepaidTaxes,2438.000,-2438.000,-3089.000,,2497.000,-5298.000
InvestmentIncomeInterest,4467.000,,,,,
LeaseOperatingExpense,514143.000,526793.000,483944.000,468189.000,483279.000,339375.000
NaturalGasProductionRevenue,1851477.000,1122645.000,1187619.000,1404430.000,600290.000,566654.000
NetCashProvidedByUsedInFinancingActivities,-1425479.000,-759899.000,-927287.000,-1046783.000,-178954.000,-257170.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1425479.000,-759899.000,-927287.000,-1046783.000,-178954.000,-257170.000
NetCashProvidedByUsedInInvestingActivities,-982.000,-26012.000,-9710.000,-8464.000,-23621.000,-1896.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-982.000,-26012.000,-9710.000,-8464.000,-23621.000,-1896.000
NetCashProvidedByUsedInOperatingActivities,1442998.000,830832.000,880714.000,1052673.000,220717.000,250168.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1442998.000,830832.000,880714.000,1052673.000,220717.000,250168.000
NetIncomeLoss,1045086.000,424837.000,582509.000,706641.000,-2403772.000,-212379.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,34.840,14.160,19.420,23.550,,
OilAndCondensateRevenue,329497.000,378302.000,370960.000,293446.000,120203.000,201702.000
PartnersCapitalAccountDistributions,1425479.000,759899.000,927287.000,1046783.000,178954.000,257170.000
PaymentsOfCapitalDistribution,1425479.000,759899.000,927287.000,1046783.000,178954.000,257170.000
PaymentsToExploreAndDevelopOilAndGasProperties,982.000,26012.000,9710.000,8464.000,24067.000,1928.000
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,,,,,446.000,32.000
ProductionTaxExpense,161846.000,104342.000,108605.000,118766.000,49570.000,54329.000
ResultsOfOperationsAccretionOfAssetRetirementObligations,18324.000,18926.000,20261.000,21644.000,23276.000,24236.000
Revenues,2185441.000,1500947.000,1558579.000,1697876.000,720493.000,768356.000
SalesRevenueNet,2185441.000,1500947.000,1558579.000,1697876.000,720493.000,768356.000
UnamortizedCostsCapitalizedLessRelatedDeferredIncomeTaxesExceedCeilingLimitationExpense,,,,,2224903.000,360956.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,30000.000,30000.000,30000.000,30000.000,,
