,2012-02-29
DepreciationAmortizationAndAccretionNet,25233.000
EarningsPerShareBasicAndDiluted,-0.090
FinancingInterestExpense,157627.000
GeneralAndAdministrativeExpense,427398.000
ImpairmentOfLeasehold,1930682.000
NetIncomeLoss,-3866660.000
NetIncomeLossAttributableToNoncontrollingInterest,-21500.000
NetIncomeLossAvailableToCommonStockholdersBasic,-3845160.000
NonoperatingIncomeExpense,-2230682.000
OperatingExpenses,1635978.000
OperatingIncomeLoss,-1635978.000
OtherAssetImpairmentCharges,300000.000
ServiceManagementCosts,359210.000
