,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableTradeCurrentAndNoncurrent,122245.000,107637.000,148566.000,
AccrualForEnvironmentalLossContingencies,25515.000,19765.000,13894.000,0.000
AccumulatedAmortizationDeferredFinanceCosts,221429.000,231684.000,241939.000,
AllowanceForDoubtfulAccountsReceivable,23415.000,24516.000,24516.000,
Assets,6866644.000,6476892.000,6226898.000,5137674.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,13097.000,9698.000,4241743.000
CashAndCashEquivalentsAtCarryingValue,100370.000,125143.000,207571.000,0.000
CashUninsuredAmount,,1273386.000,975844.000,1200629.000
DeferredFinanceCostsNet,67356.000,57101.000,46846.000,
DisposalGroupIncludingDiscontinuedOperationDeferredTaxAssets,,,,85240.000
EscrowDeposit,993220.000,1072307.000,1030507.000,1110171.000
FixturesAndEquipmentGross,2383286.000,2457230.000,2510145.000,
GeneralPartnersCapitalAccount,-399176.000,-404211.000,-405262.000,-359421.000
InvestmentBuildingAndBuildingImprovements,11051370.000,11105244.000,11105244.000,
Land,1191990.000,1191990.000,1191990.000,
LeaseholdImprovementsGross,1521020.000,1521020.000,1521020.000,
Liabilities,7386217.000,7248202.000,7050751.000,3669482.000
LiabilitiesAndStockholdersEquity,6866644.000,6476892.000,6226898.000,5137674.000
LiabilitiesOfAssetsHeldForSale,140512.000,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,14113.000,13415.000,3609244.000
LimitedPartnersCapitalAccount,-120397.000,-367099.000,-418591.000,1827613.000
LimitedPartnersCapitalAccountUnitsIssued,868662.000,868662.000,868662.000,868662.000
LimitedPartnersCapitalAccountUnitsOutstanding,868662.000,868662.000,868662.000,868662.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,3456055.000,3402843.000,3346759.000,3270124.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,2982174.000,2982172.000,2982172.000,0.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,145004.000,145004.000,145004.000,0.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,135384.000,135384.000,135384.000,0.000
PartnersCapital,-519573.000,-771310.000,-823853.000,1468192.000
RealEstateHeldforsale,71273.000,,,
RealEstateInvestmentPropertyAccumulatedDepreciation,12436992.000,12573033.000,12710321.000,
RealEstateInvestmentPropertyAtCost,16147666.000,16275484.000,16328399.000,
RealEstateInvestmentPropertyNet,3710674.000,3702451.000,3618078.000,
RestrictedCashAndCashEquivalents,1353505.000,951074.000,653267.000,877181.000
SecuredDebt,6718617.000,6665403.000,6609319.000,3270124.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-519573.000,-771310.000,-823853.000,1468192.000
