,2011-11-30,2012-02-29,2012-05-31
AmortizationOfDebtDiscountPremium,12266.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-2292.000,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.630
GeneralAndAdministrativeExpense,48048.000,60275.000,75634.000
IncomeLossAttributableToParent,-277067.000,-285257.000,-306823.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-277067.000,-285257.000,-306823.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-277067.000,-285257.000,-306823.000
IncreaseDecreaseInAccruedLiabilities,25274.000,,
IncreaseDecreaseInDueToOtherRelatedParties,159125.000,,
IncreaseDecreaseInInterestPayableNet,52962.000,,
InterestExpense,81201.000,81753.000,75880.000
InterestExpenseRelatedParty,5230.000,,
InterestPaid,10743.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,130000.000,,
NetCashProvidedByUsedInFinancingActivities,19600.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,19600.000,,
NetCashProvidedByUsedInOperatingActivities,-21892.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-21892.000,,
ProceedsFromRelatedPartyDebt,20000.000,,
UnrealizedGainLossOnDerivatives,129682.000,9516.000,-7809.000
