,2016-09-30,2017-03-31
EarningsPerShareBasicAndDiluted,0.000,-0.000
GeneralAndAdministrativeExpense,3017.000,5850.000
IncreaseDecreaseInAccountsPayable,,-1000.000
NetCashProvidedByUsedInFinancingActivities,,6850.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,6850.000
NetCashProvidedByUsedInOperatingActivities,,-6850.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-6850.000
NetIncomeLoss,-3017.000,-5850.000
OperatingExpenses,-3017.000,5850.000
PartnersCapitalAccountUnitsSoldInPrivatePlacement,,25742500.000
ProceedsFromRelatedPartyDebt,,6850.000
StockIssuedDuringPeriodSharesIssuedForServices,,38500000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,64242500.000,64242500.000
