,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrent,28290000.000,26986000.000,30339000.000,20564000.000,26441000.000,27898000.000,26178000.000,24778000.000,29563000.000
AccountsReceivableNetCurrent,44756000.000,46695000.000,43450000.000,40422000.000,41478000.000,42410000.000,40069000.000,40876000.000,44189000.000
AccruedLiabilitiesCurrent,780000.000,1196000.000,1251000.000,1006000.000,1205000.000,1428000.000,1429000.000,1263000.000,1288000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,95260000.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,-69000.000,-69000.000,-67000.000,-67000.000,63000.000,62000.000,79000.000,77000.000,76000.000
AdditionalPaidInCapitalCommonStock,143000.000,188000.000,427000.000,463000.000,666000.000,914000.000,1165000.000,863000.000,678000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,1565000.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,1171000.000,1067000.000
Assets,132035000.000,145809000.000,126404000.000,113468000.000,118614000.000,114932000.000,123639000.000,116866000.000,119309000.000
AssetsCurrent,57824000.000,76117000.000,61771000.000,52677000.000,61190000.000,61431000.000,59824000.000,56997000.000,63157000.000
AssetsHeldForSaleCurrent,,,,,,,832000.000,,
CapitalLeaseObligations,,,,,3000000.000,2581000.000,2490000.000,2396000.000,2300000.000
CapitalLeasedAssetsGross,,,,,,3000000.000,3000000.000,3000000.000,3000000.000
CashAndCashEquivalentsAtCarryingValue,632000.000,2148000.000,1048000.000,1478000.000,1826000.000,1448000.000,2907000.000,1006000.000,935000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,,,11.000,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,1.000,,
CommonStockParOrStatedValuePerShare,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500
CommonStockSharesAuthorized,75000.000,75000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,18572.000,18572.000,18572000.000,18572000.000,18572000.000,18572000.000,18572000.000,18572000.000,18572000.000
CommonStockValue,27858000.000,27858000.000,27858000.000,27858000.000,27858000.000,27858000.000,27858000.000,27858000.000,27858000.000
DebtInstrumentBasisSpreadOnVariableRate,,,,,0.015,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,0.068,0.068,0.068,0.068,0.068
DeferredIncomeTaxLiabilities,,,,,,,-12124000.000,,
DeferredTaxAssetsGross,,,,,,,29513000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,312000.000,,
DeferredTaxAssetsNet,,,,,,,12436000.000,,
DeferredTaxAssetsNetCurrent,1150000.000,1150000.000,0.000,,,,,,
DeferredTaxAssetsNetNoncurrent,,,1009000.000,1009000.000,1009000.000,1009000.000,3039000.000,3039000.000,3039000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,49900000.000,,
DeferredTaxAssetsOther,,,,,,,1273000.000,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,829000.000,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,20623000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,403000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,631000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,,,,,,,5754000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,17077000.000,,18800000.000
DeferredTaxLiabilities,,,,,,,112000.000,,
DeferredTaxLiabilitiesCurrent,,,690000.000,690000.000,690000.000,690000.000,2727000.000,2727000.000,2727000.000
DeferredTaxLiabilitiesLeasingArrangements,,,,,,,-780000.000,,
DeferredTaxLiabilitiesNoncurrent,1491000.000,1506000.000,0.000,,,,,,
DeferredTaxLiabilitiesPrepaidExpenses,,,,,,,-4260000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,-7084000.000,,
DefinedBenefitPlanNumberOfSharesOfEquitySecuritiesIssuedByEmployerAndRelatedPartiesIncludedInPlanAssets,,,,,,,111000.000,,
DueToRelatedPartiesCurrent,,,,,,,400000.000,,
EmployeeRelatedLiabilitiesCurrent,4286000.000,4959000.000,4047000.000,4195000.000,3802000.000,4711000.000,3951000.000,4214000.000,3800000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,800000.000,,
EquityMethodInvestmentOwnershipPercentage,,,,,0.199,0.199,0.199,,
EquityMethodInvestments,,,,,1200000.000,1400000.000,,,
IncomeTaxReceivable,,,,,,,0.000,,
InventoriesPropertyHeldForSaleCurrent,,10818000.000,3437000.000,0.000,2282000.000,1898000.000,,0.000,41000.000
LettersOfCreditOutstandingAmount,,,,,,4700000.000,5400000.000,6600000.000,7400000.000
Liabilities,63976000.000,91253000.000,83502000.000,76138000.000,80116000.000,82021000.000,95368000.000,91690000.000,96579000.000
LiabilitiesAndStockholdersEquity,132035000.000,145809000.000,126404000.000,113468000.000,118614000.000,114932000.000,123639000.000,116866000.000,119309000.000
LiabilitiesCurrent,42089000.000,45708000.000,48930000.000,37773000.000,42884000.000,45912000.000,47358000.000,44481000.000,49672000.000
LiabilityForClaimsAndClaimsAdjustmentExpense,8733000.000,11160000.000,10667000.000,9325000.000,8719000.000,9125000.000,10033000.000,8397000.000,9137000.000
LineOfCreditFacilityAmountOutstanding,,,,,24259000.000,23899000.000,26215000.000,25839000.000,26049000.000
LineOfCreditFacilityCurrentBorrowingCapacity,,,,,49200000.000,43800000.000,46200000.000,42100000.000,44100000.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,,50000000.000,50000000.000,50000000.000,50000000.000
LineOfCreditFacilityRemainingBorrowingCapacity,,,,,19900000.000,15200000.000,14600000.000,9700000.000,10700000.000
LongTermDebt,15021000.000,28352000.000,19888000.000,24241000.000,34176000.000,33321000.000,46146000.000,45036000.000,44460000.000
LongTermDebtAndCapitalLeaseObligations,,8146000.000,8901000.000,8409000.000,7890000.000,7362000.000,16891000.000,16095000.000,15254000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,,1407000.000,1936000.000,1993000.000,2027000.000,2060000.000,3040000.000,3102000.000,3157000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,5404000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,3040000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,1305000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,4209000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,29040000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,3148000.000,,
LongTermDebtNoncurrent,,,,,32149000.000,31261000.000,,41934000.000,41303000.000
LongTermLineOfCredit,,,,,24259000.000,23899000.000,,25839000.000,26049000.000
NotesAndLoansReceivableGrossCurrent,,,,,,,841000.000,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,127992000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,43855000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,5558000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,8427000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,25814000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,35310000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,9028000.000,,
OtherAssetsCurrent,4582000.000,8307000.000,7868000.000,4997000.000,9031000.000,7970000.000,7840000.000,6441000.000,8950000.000
OtherAssetsNoncurrent,4990000.000,6185000.000,5867000.000,6023000.000,5814000.000,5862000.000,6096000.000,4241000.000,4061000.000
OtherInventorySupplies,6704000.000,6999000.000,5968000.000,5780000.000,6573000.000,7705000.000,8176000.000,8674000.000,9042000.000
OtherNotesPayable,,,,,,6841000.000,17441000.000,16801000.000,16111000.000
OtherPrepaidExpenseCurrent,,,,,,,2358000.000,,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesCurrentAndNoncurrent,,,,,,,665000.000,,
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,7840000.000,,
PrepaidInsurance,,,,,,,1374000.000,,
PrepaidRent,,,,,,,442000.000,,
PropertyPlantAndEquipmentGross,,,,,,,149940000.000,,
PropertyPlantAndEquipmentNet,69221000.000,63507000.000,57757000.000,53759000.000,50601000.000,46630000.000,54680000.000,52589000.000,49052000.000
PropertyPlantAndEquipmentSalvageValue,,,,,,,29400000.000,,
RetainedEarningsAccumulatedDeficit,47000000.000,33332000.000,21572000.000,15923000.000,16994000.000,11331000.000,6516000.000,3261000.000,658000.000
SelfInsuranceReserveNoncurrent,5375000.000,7541000.000,5783000.000,5715000.000,5083000.000,4848000.000,4904000.000,5275000.000,5604000.000
