,2011-09-30,2012-03-31,2012-09-30,2013-03-31
AccretionExpenseIncludingAssetRetirementObligations,,,,285.000
AmortizationOfDebtDiscountPremium,,261242.000,,14596.000
AssetRetirementObligationAccretionExpense,,670.000,,285.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,-8.000
CashPeriodIncreaseDecrease,,3535.000,,
ComprehensiveIncomeNetOfTax,-684980.000,-815747.000,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-24874.000,,
CostOfGoodsSold,695.000,,,
DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet,,,-834165.000,
Depletion,,43725.000,,663.000
Depreciation,,25654.000,,22820.000
DepreciationExpense,,,,22820.000
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,,,-34008.000,-482.000
EarningsPerShareBasicAndDiluted,-0.080,0.000,,-0.030
EffectOfExchangeRateOnCashAndCashEquivalents,,-24874.000,,
GainLossOnDerivativeInstrumentsNetPretax,208031.000,-88958.000,,
GainLossOnSaleOfDerivatives,,,-217388.000,-6271.000
GainsLossesOnExtinguishmentOfDebt,-224497.000,-140322.000,,
GeneralAndAdministrativeExpense,428654.000,230946.000,-803191.000,-67089.000
GrossProfit,8017.000,18870.000,2381.000,-4923.000
IncomeLossFromContinuingOperations,-751557.000,-796939.000,-2289374.000,-164211.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-2289374.000,-164211.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-751557.000,-796939.000,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.080,0.000,,-0.030
IncomeLossFromDiscontinuedOperationsNetOfTax,,-43682.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,0.000,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,185377.000,,79607.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,,15000.000
InterestAndDebtExpense,,16181.000,,
InterestExpense,314454.000,355588.000,-260011.000,-85928.000
InterestPaid,,13354.000,,220.000
InvestmentIncomeInterest,,16181.000,,
NetCashProvidedByUsedInContinuingOperations,,,,1573.000
NetCashProvidedByUsedInFinancingActivities,,12700.000,,-15834.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,12700.000,,-15834.000
NetCashProvidedByUsedInOperatingActivities,,15709.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,15709.000,,
NetIncomeLoss,-751557.000,-840621.000,-2323382.000,-164693.000
NetInvestmentIncome,,-840621.000,,
NoninterestIncomeOther,,34673.000,,
OilAndGasSalesRevenue,,,57253.000,32774.000
OperatingExpenses,,,-803191.000,-67089.000
OperatingIncomeLoss,-420637.000,-246744.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,66577.000,-24874.000,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,-11932.000,-14269.000
OtherComprehensiveIncomeLossNetOfTax,,,-2335314.000,-150424.000
OtherGeneralAndAdministrativeExpense,,-230946.000,,
OtherOperatingActivitiesCashFlowStatement,,90000.000,,
ProceedsFromIssuanceOfLongTermDebt,,52700.000,,
ProfitLoss,,-840621.000,-800810.000,-72012.000
RepaymentsOfDebt,,,,-15834.000
Revenues,,-821751.000,57253.000,32774.000
SalesRevenueGoodsGross,,-15798.000,,
SalesRevenueNet,,18870.000,57253.000,32774.000
StockholdersEquityOther,,-4678508.000,,
UnrealizedGainLossOnDerivatives,,-88959.000,,
WaterProductionCosts,69366.000,34668.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,8069921652.000,4760734.000
