,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableTradeCurrent,35311000.000,47894000.000,35475000.000,27656000.000,35580000.000,43190000.000,43239000.000,36742000.000,43875000.000,44767000.000,54466000.000,50752000.000,46428000.000,47004000.000,45935000.000,34060000.000,42630000.000,58197000.000,38587000.000,34772000.000,53993000.000,43954000.000,38932000.000,29057000.000,45594000.000,42193000.000
AccountsReceivableNetCurrent,106117000.000,116179000.000,117777000.000,118129000.000,113996000.000,115571000.000,119527000.000,114916000.000,111944000.000,114749000.000,113538000.000,118145000.000,112521000.000,118262000.000,120741000.000,131918000.000,126785000.000,134546000.000,125465000.000,132241000.000,151607000.000,145571000.000,140750000.000,148186000.000,158234000.000,171323000.000
AccruedLiabilitiesCurrent,,41684000.000,38838000.000,41659000.000,41785000.000,36132000.000,37591000.000,31768000.000,34553000.000,33002000.000,34818000.000,36354000.000,37696000.000,38892000.000,40173000.000,42096000.000,41038000.000,42831000.000,44285000.000,39160000.000,44839000.000,38037000.000,38909000.000,34970000.000,46354000.000,67380000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,120791000.000,,,,139050000.000,,,,157197000.000,,,,174463000.000,,,,168516000.000,,,,190839000.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,274000.000,-1087000.000,-2526000.000,-2468000.000,-2363000.000,,,-2373000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,509000.000,586000.000,571000.000,131000.000,135000.000,,,1154000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,12596000.000,17530000.000,-183000.000,-6494000.000,351000.000,,,-1270000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,-13389000.000,-9495000.000,,-11281000.000,-9404000.000,-713000.000,927000.000,1927000.000,1853000.000,-14318000.000,-23488000.000,-47616000.000,-40288000.000,-41723000.000,-47902000.000,-36665000.000,-43576000.000,-40310000.000,-57154000.000,-51453000.000,-34158000.000
AcquiredIndefiniteLivedIntangibleAssetAmount,,,,1700000.000,,,,0.000,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,558527000.000,598249000.000,600852000.000,607676000.000,609849000.000,611337000.000,613721000.000,587301000.000,589948000.000,591331000.000,594078000.000,750918000.000,760817000.000,766096000.000,769208000.000,779555000.000,779074000.000,790371000.000,1010448000.000,1020128000.000,1022150000.000,1032970000.000,1038200000.000,798652000.000,799376000.000,812250000.000
AllowanceForDoubtfulAccountsReceivableCurrent,6678000.000,6825000.000,7063000.000,6978000.000,6691000.000,7013000.000,6695000.000,7221000.000,10528000.000,9637000.000,8159000.000,6194000.000,6287000.000,5223000.000,5161000.000,6184000.000,6515000.000,6447000.000,5876000.000,5572000.000,6015000.000,6023000.000,6173000.000,6319000.000,7529000.000,7530000.000
Assets,1007028000.000,1153856000.000,1174666000.000,1144109000.000,1158370000.000,1161817000.000,1185506000.000,1163599000.000,1156491000.000,1187501000.000,1184072000.000,1196229000.000,1555923000.000,1563023000.000,1545734000.000,1578625000.000,1550807000.000,1637894000.000,1827620000.000,1774704000.000,1830262000.000,1814162000.000,1827424000.000,1807954000.000,2049015000.000,2101131000.000
AssetsCurrent,425185000.000,495784000.000,476328000.000,452257000.000,459743000.000,477323000.000,493562000.000,453051000.000,447059000.000,477736000.000,510583000.000,525242000.000,539746000.000,564161000.000,562589000.000,529321000.000,521950000.000,608247000.000,504912000.000,438495000.000,494565000.000,493986000.000,511877000.000,495170000.000,568919000.000,616166000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,
AvailableForSaleSecuritiesEquitySecuritiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,11300000.000,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,,22008000.000,,,,21831000.000,,,,22036000.000,,
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,,,,,,,,,,,,,,,,37046000.000,
CapitalLeaseObligations,,,,,,,,,,,,1600000.000,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,1707000.000,,,,1498000.000,,,,672000.000,,,,0.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,569000.000,,,,826000.000,,,,672000.000,,,,,,
