,2011-06-30,2011-09-30
CostOfRevenue,71000.000,12000.000
DepreciationDepletionAndAmortization,710000.000,703000.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010
GrossProfit,-9000.000,39000.000
NetIncomeLoss,-2413000.000,-2002000.000
NetIncomeLossAttributableToNoncontrollingInterest,-20000.000,-17000.000
OperatingCostsAndExpenses,2425000.000,2059000.000
OperatingIncomeLoss,-2434000.000,-2020000.000
OtherNonoperatingIncomeExpense,1000.000,1000.000
ProfitLoss,-2433000.000,-2019000.000
ResearchAndDevelopmentExpense,490000.000,345000.000
Revenues,62000.000,51000.000
SalesRevenueNet,62000.000,51000.000
SellingGeneralAndAdministrativeExpense,1225000.000,1011000.000
