,2011-09-30,2012-06-30,2012-09-30
DepreciationExpense,3774.000,3774.000,3774.000
DerivativeGainLossOnDerivativeNet,170320.000,134428.000,
EarningsPerShareBasic,0.000,0.000,0.000
EarningsPerShareDiluted,0.000,0.000,0.000
InterestExpense,-73690.000,-78618.000,-85216.000
LeaseAndRentalExpense,10050.000,10110.000,10050.000
NetIncomeLoss,-108162.000,-271505.000,-280593.000
OperatingIncomeLoss,-242953.000,-342565.000,-198260.000
OtherCostAndExpenseOperating,21831.000,122912.000,8013.000
OtherNonoperatingIncomeExpense,134791.000,71060.000,-72303.000
ProfessionalAndContractServicesExpense,,24176.000,15801.000
ProfessionalFees,29175.000,71594.000,50046.000
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,,143105.000,158245.000
RevenueFromGrants,38161.000,15250.000,12913.000
SalariesWagesAndOfficersCompensation,174253.000,109999.000,120606.000
WeightedAverageNumberOfDilutedSharesOutstanding,210229614.000,214789397.000,214789397.000
WeightedAverageNumberOfSharesOutstandingBasic,210229614.000,214789397.000,214789397.000
