,2011-06-30,2011-09-30
AccountsPayableCurrent,6845.000,6845.000
AdditionalPaidInCapital,10000.000,17200.000
CommonStockParOrStatedValuePerShare,0.001,0.000
CommonStockSharesAuthorized,75000000.000,200000000.000
CommonStockSharesIssued,8000.000,8000000.000
CommonStockSharesOutstanding,8000.000,8000000.000
CommonStockValueOutstanding,8000.000,800.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-24845.000,-24845.000
Liabilities,6845.000,6845.000
LiabilitiesCurrent,6845.000,6845.000
PreferredStockAdditionalSeriesParOrStatedValuePerShare,,0.001
PreferredStockSharesAuthorized,,25000000.000
StockholdersEquity,-6845.000,-6845.000
