,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2015-09-30,2015-12-31,2016-03-31,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,41836.000,8349.000,21748.000,2472.000,2864.000,14442.000,12653.000,,25438.000,29875.000,33315.000,25424.000,25219.000,40041.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,505959.000,505959.000,505959.000,,,,,,,
AccountsPayableRelatedParties,,670959.000,745959.000,820959.000,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,230462.000,275462.000,,,,,,,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,820959.000,,,,,,,,,,
AdditionalPaidInCapital,2263952.000,2423952.000,2423952.000,2423952.000,2384824.000,2384824.000,2384824.000,,2384824.000,2384824.000,2384824.000,2384824.000,2384824.000,2384824.000
Assets,638.000,572.000,1091.000,1282.000,1330.000,1252.000,1277.000,,157.000,195.000,114.000,428.000,465.000,479.000
AssetsCurrent,,,,,1330.000,1252.000,1277.000,,157.000,195.000,114.000,428.000,465.000,479.000
CashAndCashEquivalentsAtCarryingValue,516.000,572.000,1091.000,1282.000,1330.000,1252.000,1277.000,,157.000,195.000,114.000,428.000,465.000,479.000
CommonStockValue,36720.000,36720.000,36720.000,36720.000,36720.000,36720.000,36720.000,,36720.000,36720.000,36720.000,36720.000,36720.000,36720.000
DeferredCompensationLiabilityCurrent,,,,,420000.000,450000.000,480000.000,,720000.000,750000.000,780000.000,840000.000,870000.000,900000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,-1828487.000,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,1644415.000,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,-4742512.000,-4807102.000,-4853179.000,,,,,,,
DueToAffiliateCurrent,,,275462.000,320462.000,,,,,,365462.000,,365462.000,,365462.000
DueToAffiliateCurrentAndNoncurrent,,,,,,,,,,365462.000,,,,
DueToOfficersOrStockholdersCurrent,,,303770.000,333770.000,,,,,,43770.000,,770000.000,,830000.000
DueToOfficersOrStockholdersCurrentAndNoncurrent,,,,,,,,,,680000.000,,,,
DueToOtherRelatedPartiesClassifiedCurrent,,,,,,,,,,96727.000,,70000.000,,70000.000
DueToOtherRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,70000.000,,,,
DueToRelatedPartiesCurrent,436100.000,716236.000,303770.000,303770.000,505959.000,505959.000,505959.000,,505959.000,505959.000,505959.000,505959.000,505959.000,505959.000
InterestPayableCurrent,,,26280.000,28075.000,,,,,,,,,,
Liabilities,,1991544.000,2101285.000,2192950.000,2322298.000,2386810.000,2432912.000,,2806794.000,2854688.000,2897065.000,2984448.000,3027980.000,3089939.000
LiabilitiesAndStockholdersEquity,638.000,572.000,1092.000,1282.000,1330.000,1252.000,1277.000,,157.000,195.000,114.000,428.000,465.000,479.000
LiabilitiesCurrent,1792201.000,,,,2322298.000,2386810.000,2432912.000,,2806794.000,2854688.000,2897065.000,2984448.000,3027980.000,3089939.000
NotesPayableCurrent,,396000.000,,396000.000,,,,,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,1222459.000,1236459.000,1245416.000,1261116.000,1294949.000,1299469.000,1299469.000,1316869.000,1321669.000,1329869.000
NotesPayableRelatedPartiesCurrent,,,396000.000,,,,,,,,,,,
OtherLongTermDebtCurrent,,200000.000,200000.000,200000.000,,,,,,,,,,
PropertyPlantAndEquipmentNet,122.000,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,4092235.000,-4451644.000,4560865.000,-4652340.000,,,,,-5228181.000,-5276037.000,-5318495.000,-5405564.000,-5449059.000,-5511004.000
StockholdersEquity,-1791563.000,-1990972.000,-2100193.000,-2191668.000,-2320968.000,-2385558.000,-2431635.000,,-2806637.000,-2854493.000,-2896951.000,-2984020.000,-3027515.000,-3089460.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,-1990972.000,-2100193.000,-2191668.000,-2320968.000,-2385558.000,-2431635.000,,-2806637.000,-2854493.000,-2896951.000,-2984020.000,-3027515.000,-3089460.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,35830964.000,,,,,,,,,,,,,
