,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccountsPayableAndOtherAccruedLiabilities,,,,327110.000,242278.000,215080.000,53043.000
AccumulatedAmortizationDeferredFinanceCosts,627104.000,539913.000,360486.000,1541395.000,318380.000,325940.000,27065.000
Assets,18827073.000,16836868.000,16083217.000,13806584.000,12589068.000,11739675.000,4193380.000
AssetsNet,,,,,10853918.000,-11035860.000,-5009122.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,3424217.000,1697535.000,1641908.000,324718.000,0.000
CashAndCashEquivalentsAtCarryingValue,1660555.000,1836220.000,1411935.000,1489623.000,1370230.000,1711091.000,1571212.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,,,1397169.000,1739500.000,1571212.000
CommonStockSharesIssued,,,,,,43440.000,43440.000
CommonStockSharesOutstanding,,,,,,43440.000,43440.000
DeferredCostsCurrentAndNoncurrent,,,,224695.000,175673.000,168113.000,34542.000
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,,,,26939.000,28409.000,0.000
DisposalGroupIncludingDiscontinuedOperationOtherAssets,,,653608.000,411857.000,356230.000,324718.000,0.000
DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,,,5008687.000,298669.000,291756.000,42818.000,0.000
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,,,2770609.000,1285678.000,1285678.000,0.000,0.000
EscrowDeposit,4748062.000,4703669.000,4188188.000,3993172.000,3073350.000,3222053.000,2222630.000
GeneralPartnersCapitalAccount,324008.000,321908.000,395964.000,1519586.000,1598855.000,1602233.000,1688931.000
InterestPayableCurrentAndNoncurrent,9447090.000,9618948.000,4963125.000,4602247.000,1766024.000,1793275.000,578404.000
Liabilities,48955216.000,46712538.000,42685543.000,31324617.000,23442986.000,22775535.000,9202502.000
LiabilitiesAndStockholdersEquity,18827073.000,16836868.000,16083217.000,13806584.000,12589068.000,11739675.000,4193380.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,9760373.000,861114.000,837963.000,42818.000,0.000
LimitedPartnersCapitalAccount,-27119622.000,-27327496.000,-24452014.000,-19124560.000,-12576347.000,-12180048.000,-6697152.000
LimitedPartnersCapitalAccountUnitsOutstanding,43440.000,43440.000,43440.000,43440.000,43440.000,43440.000,43440.000
LongTermDebt,30740426.000,28097884.000,20774543.000,19963691.000,15587964.000,15559229.000,4275000.000
MinorityInterestInLimitedPartnerships,,,,,,271428.000,271428.000
OtherAssets,607226.000,683605.000,605738.000,457933.000,455317.000,503380.000,364996.000
PartnersCapital,-26795614.000,-27005588.000,-24056050.000,-17604974.000,-10977492.000,-10577815.000,-5008221.000
PartnersCapitalAttributableToNoncontrollingInterest,,,,86941.000,123574.000,-458045.000,-901.000
PartnersCapitalIncludingPortionAttributableToNoncontrollingInterest,,,,-17518033.000,-10853918.000,-11035860.000,-5009122.000
PropertyPlantAndEquipmentNet,11458714.000,9347737.000,6219911.000,5943626.000,5872590.000,5810320.000,0.000
SecurityDepositLiability,377415.000,334388.000,244267.000,205617.000,154790.000,161288.000,2974.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-30128143.000,-29875670.000,-26602326.000,-17518033.000,-10853918.000,-11035860.000,-5009122.000
