,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,309600.000,532500.000,795200.000,1036400.000,1348500.000
AccruedLiabilitiesCurrent,19100.000,9500.000,10300.000,4500.000,4700.000,2000.000,2200.000,5600.000,3700.000,13600.000,9800.000,2900.000,7400.000,9900.000,10300.000,13100.000,6500.000,14400.000,11100.000,16500.000,12000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,341100.000,290000.000,10800.000,8300.000,5600.000,-6400.000,-17200.000,-21400.000,-16500.000,-11200.000,-7200.000,-10400.000,-11400.000,-8200.000,6500.000,5100.000,3700.000,2400.000,1500.000,1100.000,600.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
AssetRetirementObligation,3483300.000,3534000.000,3711900.000,3734700.000,3782000.000,3831000.000,3767100.000,3775500.000,3826400.000,3866800.000,3609200.000,3662800.000,3716100.000,3769700.000,5438100.000,5515900.000,5593600.000,5671400.000,5749100.000,5796000.000,5842900.000
Assets,10521400.000,10241000.000,8380500.000,7940200.000,7474500.000,7267300.000,6820600.000,6465400.000,6199400.000,5839800.000,5422000.000,5426200.000,5334400.000,5091600.000,3166900.000,3067200.000,3213600.000,2568200.000,2730800.000,2872500.000,3020500.000
AssetsCurrent,994600.000,988200.000,878400.000,675000.000,433200.000,478800.000,503100.000,441200.000,533400.000,502300.000,452100.000,512500.000,481200.000,295100.000,194900.000,121700.000,295600.000,419100.000,105000.000,95600.000,92400.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,61763000.000,,,,62094300.000,,,,65707900.000,,,,66523400.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,6300600.000,,,,4959000.000,,,,2960300.000,,,,2144800.000,,
CapitalizedCostsSupportEquipmentAndFacilities,,,,,,,1412700.000,,,,1402200.000,,,,1402200.000,,,,1402200.000,,
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,,,,,66650900.000,,,,65651100.000,,,,67266000.000,,,,67266000.000,,
Cash,,,,,,,,,,,,,,,,,,,,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,212600.000,205400.000,241700.000,216900.000,51600.000,51300.000,73400.000,82000.000,106400.000,74200.000,77500.000,94600.000,74400.000,59200.000,200.000,200.000,300.000,200.000,,,
DerivativeAssetFairValueNet,,,,,32700.000,19400.000,21100.000,,13900.000,,,,,,,,,,,,
DerivativeAssets,,,,,,,,,,,,,,,,,,,,23600.000,10500.000
DerivativeAssetsCurrent,,,,,,,,,,,,,,,,,,,,23600.000,10500.000
DerivativeFairValueOfDerivativeNet,,,,,,,21100.000,14700.000,13900.000,14800.000,13000.000,10800.000,9400.000,12400.000,25700.000,27500.000,21500.000,22900.000,26500.000,,
DerivativeLiabilityFairValueNet1,,,,,,,,,0.000,,,,,,,,,,,,
DueFromRelatedPartiesCurrent,782000.000,782800.000,636700.000,458100.000,,,,,,,,,,,,,,,,,
DueFromRelatedPartiesNoncurrent,300700.000,236400.000,125500.000,96200.000,,,,,,,,,,,,,,,,,
DueToAffiliateCurrent,,,,,,,,,,,,,,,,51300.000,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,,,,,,,,,,,,7269000.000,,,,1108600.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,,,,,,,,,,,,,2239500.000,,,,169600.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts,,,,,,,,,,,,,,,5029500.000,,,,939000.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,,,,,,,,,,,,,668600.000,,,,23500.000,,
GeneralPartnersCapitalAccount,3371600.000,3279700.000,2932700.000,2826300.000,2707900.000,2673200.000,2447800.000,2338000.000,2232800.000,2085100.000,1998300.000,1994800.000,1950800.000,1845700.000,188200.000,120700.000,37000.000,-384000.000,-447600.000,-501400.000,-571000.000
LiabilitiesAndStockholdersEquity,10521400.000,10241000.000,8380500.000,7940200.000,7474500.000,7267300.000,6820600.000,6465400.000,6199400.000,5839800.000,5422000.000,5426200.000,5334400.000,5091600.000,3166900.000,3067200.000,3213600.000,2568200.000,2730800.000,2872500.000,3020500.000
LiabilitiesCurrent,19100.000,9500.000,10300.000,4500.000,4700.000,2000.000,2200.000,5600.000,3700.000,13600.000,9800.000,2900.000,7400.000,13800.000,19300.000,22400.000,325700.000,556800.000,818500.000,1062300.000,1367600.000
LiabilitiesFairValueDisclosureNonrecurring,,,,,,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,,
