,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccruedLiabilitiesCurrentAndNoncurrent,21446.000,6043.000,25277.000,37692.000,15414.000
Assets,2577762.000,2601365.000,2051139.000,1945119.000,1984955.000
CashAndCashEquivalentsAtCarryingValue,1030239.000,924808.000,818420.000,743323.000,610938.000
DueFromAffiliates,0.000,0.000,0.000,,
DueToAffiliateCurrentAndNoncurrent,81887.000,81886.000,84343.000,84343.000,84343.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,1547340.000,1676410.000,1232616.000,1201739.000,1373807.000
Liabilities,103333.000,87929.000,109620.000,122035.000,99757.000
LiabilitiesAndStockholdersEquity,2577762.000,2601365.000,2051139.000,1945119.000,1984955.000
OtherAssets,183.000,147.000,103.000,57.000,210.000
PartnersCapital,2474429.000,2513436.000,1941519.000,1823084.000,1885198.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2474429.000,2513436.000,1941519.000,1823084.000,1885198.000
