,2011-12-31
AccountsPayableCurrent,17857000.000
AccountsReceivableNetCurrent,22264000.000
AccruedLiabilitiesCurrent,5236000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,626000.000
AllowanceForDoubtfulAccountsReceivableCurrent,780000.000
Assets,213470000.000
AssetsCurrent,52367000.000
AssetsNoncurrent,84836000.000
CashAndCashEquivalentsAtCarryingValue,1120000.000
DeferredFinanceCostsNoncurrentNet,8210000.000
DeferredTaxAssetsNetCurrent,630000.000
DeferredTaxLiabilitiesNoncurrent,9035000.000
Goodwill,40450000.000
IntangibleAssetsNetExcludingGoodwill,35754000.000
InterestAndDividendsPayableCurrent,4377000.000
InventoryNet,24703000.000
LiabilitiesAndStockholdersEquity,213470000.000
LiabilitiesCurrent,27642000.000
LiabilitiesNoncurrent,167268000.000
LongTermDebtCurrent,172000.000
LongTermDebtNoncurrent,157430000.000
OtherAssetsNoncurrent,422000.000
OtherLiabilitiesNoncurrent,803000.000
PrepaidExpenseAndOtherAssetsCurrent,3650000.000
PropertyPlantAndEquipmentNet,76267000.000
StockholdersEquity,18560000.000
