,2011-10-01,2011-12-31,2012-03-31,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AccountsPayable,959996.000,1463997.000,,,,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,1049616.000,,,,931916.000,,,,623959.000,
AccountsPayableCurrent,,,1374762.000,1100647.000,1179313.000,1366532.000,1564421.000,1537597.000,1091909.000,1502233.000,1442526.000,1767884.000,1352418.000,1686928.000,1806435.000,1621216.000,1622564.000,1362108.000,913644.000,817568.000,662482.000,884420.000
AccountsReceivableNet,4199095.000,,,2101077.000,2876149.000,4144115.000,,,2900457.000,4490388.000,3448955.000,4590646.000,3589191.000,4084110.000,3840398.000,3705694.000,3572479.000,2701446.000,2499056.000,2456181.000,1959606.000,1753119.000
AccountsReceivableNetCurrent,,3112960.000,2485125.000,,,,3661732.000,4223095.000,,,,,,,,,,,,,,
AccruedBonusesCurrent,,,,,,,,,,,,175000.000,313000.000,55000.000,,,140.000,,,,,
AccruedEmployeeBenefitsCurrent,,,,,,,,,,,,150000.000,,35000.000,,,,,,,,
AccruedIncomeTaxes,,,,,,,,,,,-1661.000,-1661.000,15334.000,15526.000,15526.000,3977.000,2149.000,,,,,
AccruedIncomeTaxesCurrent,,,,,,,,,,6045.000,,,,,,,,,,,,
AccruedIncomeTaxesPayable,,,,,456.000,,,,,,,,,,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,290083.000,457558.000,663498.000,198285.000,,158116.000,309926.000,237595.000,273235.000,201956.000,220849.000,184841.000,171734.000,161921.000,92339.000,140701.000,161352.000,80206.000,74223.000
AccruedLiabilitiesCurrent,890547.000,660031.000,681688.000,835764.000,938043.000,1345855.000,833967.000,1160693.000,1106813.000,1066213.000,935578.000,1201824.000,1049616.000,886237.000,920994.000,1064659.000,931916.000,578674.000,710859.000,608948.000,623959.000,545325.000
AccruedProfessionalFees,,,,71500.000,92000.000,,,,,,,,,,,,,,,,,
