,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,3000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,2000000.000,2000000.000,,2000000.000,2000000.000,2000000.000,1000000.000,2000000.000,2000000.000,2000000.000,1000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,,,,
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,7100000.000,4900000.000,,7800000.000,8200000.000,7900000.000,-16000000.000,,,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,1000000.000,,,,,,,,,,,,,,,,,8000000.000,,,
AssetRetirementObligationAccretionExpense,,,,,2000000.000,,,,,,,,2000000.000,,,,2000000.000,,,,2000000.000,,,,1000000.000,
AssetRetirementObligationForeignCurrencyTranslation,,,,,,,,,,,,,-2000000.000,,,,-3000000.000,,,,1000000.000,,,,,
AssetRetirementObligationForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,0.000,
AssetRetirementObligationLiabilitiesIncurred,,,,,-1000000.000,,,,,,,,,,,,0.000,,,,,,,,,
AssetRetirementObligationLiabilitiesSettled,,,,,,,,,,,,,2000000.000,,,,0.000,,,,,,,,,
AssetRetirementObligationRevisionOfEstimate,,,,,,,,,,,,,-10000000.000,,,,0.000,,,,,,,,,
BusinessExitCosts1,,,,,,,,,,,,,,,,,,6000000.000,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,2000000.000,,,,3000000.000,,,,1000000.000,,,,6000000.000,,,,8000000.000,,,,3000000.000,,,,9000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-165000000.000,,,,105000000.000,,,,-151000000.000,,,,-651000000.000,,,,-75000000.000,,,,-95000000.000,,,,-86000000.000,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,1000000.000,,,,,,,,,,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,,,,,6000000.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,,,,,-1000000.000,
ComprehensiveIncomeNetOfTax,,-50000000.000,-155000000.000,,-9000000.000,-58000000.000,-11000000.000,,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,11000000.000,-6000000.000,26000000.000,272000000.000,39000000.000,53000000.000,-52000000.000,-364000000.000,-2000000.000,71000000.000,33000000.000,913000000.000,82000000.000,42000000.000,62000000.000,253000000.000,88000000.000,59000000.000
CostOfGoodsSold,685000000.000,708000000.000,739000000.000,707000000.000,702000000.000,716000000.000,722000000.000,689000000.000,690000000.000,765000000.000,770000000.000,764000000.000,707000000.000,773000000.000,796000000.000,794000000.000,756000000.000,787000000.000,789000000.000,753000000.000,775000000.000,790000000.000,586000000.000,161000000.000,603000000.000,643000000.000
DeconsolidationGainOrLossAmount,,,,,,,,,,,,,27000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
DeconsolidationRevaluationOfRetainedInvestmentGainOrLossAmount,,,,,,,,,,,,,11000000.000,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,-1000000.000,,,,1000000.000,,,,-2000000.000,,,,1000000.000,,,,1000000.000,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,,,,,,,,,,,,,29000000.000,,,,29000000.000,
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,,,,,,,,,,,,,,,,,65000000.000,,,,74000000.000,
DepreciationDepletionAndAmortization,41000000.000,,,,40000000.000,,,,38000000.000,,,,38000000.000,,,,36000000.000,,,,36000000.000,,,,33000000.000,
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,,,,,7000000.000,,,,3000000.000,,,,6000000.000,,,,-9000000.000,,,,-8000000.000,,,,0.000,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,,,-1000000.000,1000000.000,1000000.000,0.000,2000000.000,1000000.000,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,,,,,,4000000.000,-1000000.000,-2000000.000,3000000.000,5000000.000,-3000000.000,,,,,,,,,,,,
