,2011-09-30
CostOfGoodsAndServicesSold,12743000.000
EarningsPerShareBasicAndDiluted,-0.010
ForeignCurrencyTransactionGainLossBeforeTax,-151000.000
GrossProfit,7097000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,676000.000
IncomeTaxExpenseBenefit,631000.000
InterestExpense,604000.000
NetIncomeLoss,122000.000
NetIncomeLossAttributableToNoncontrollingInterest,-77000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-64000.000
NonoperatingIncomeExpense,-662000.000
OperatingExpenses,5759000.000
OperatingIncomeLoss,1338000.000
OtherNonoperatingIncomeExpense,93000.000
PreferredStockDividendsIncomeStatementImpact,186000.000
ProfitLoss,45000.000
ResearchAndDevelopmentExpense,73000.000
Revenues,19840000.000
SalesRevenueNet,19840000.000
SellingGeneralAndAdministrativeExpense,5686000.000
