,2012-06-30,2013-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,903.000,44659.000
ComprehensiveIncomeNetOfTax,-127546.000,-369383.000
CostOfRevenue,80371.000,153408.000
CurrentIncomeTaxExpenseBenefit,0.000,0.000
DeferredIncomeTaxExpenseBenefit,0.000,0.000
Depreciation,80371.000,126314.000
EarningsPerShareBasic,,-0.010
EarningsPerShareDiluted,,-0.010
EffectOfExchangeRateOnCash,-121.000,-1559.000
GeneralAndAdministrativeExpense,70839.000,217812.000
GrossProfit,65354.000,85357.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-128286.000,-379688.000
IncomeTaxExpenseBenefit,0.000,0.000
IncomeTaxesPaid,9538.000,99.000
IncreaseDecreaseInAccountsPayable,41275.000,-16093.000
IncreaseDecreaseInAccountsReceivable,-2059.000,2039.000
IncreaseDecreaseInAccruedTaxesPayable,-9538.000,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,-26871.000,-10776.000
IncreaseDecreaseInOtherReceivables,-37681.000,38230.000
IncreaseDecreaseInPrepaidExpense,,23211.000
InterestExpense,122801.000,247233.000
InterestExpenseRelatedParty,46518.000,117024.000
InterestPaid,76283.000,130209.000
NetCashProvidedByUsedInFinancingActivities,1561408.000,192379.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1561408.000,192379.000
NetCashProvidedByUsedInInvestingActivities,-1524113.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1524113.000,
NetCashProvidedByUsedInOperatingActivities,-36271.000,-146161.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-36271.000,-146161.000
NetIncomeLoss,-128286.000,-379688.000
NonoperatingIncomeExpense,-122801.000,-247233.000
OperatingExpenses,70839.000,217812.000
OperatingIncomeLoss,-5485.000,-132455.000
OperatingLeasesIncomeStatementContingentRevenue,145725.000,238765.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,740.000,10305.000
PaymentsToAcquireLandHeldForUse,150511.000,
PaymentsToAcquirePropertyPlantAndEquipment,1373602.000,
ProceedsFromContributedCapital,,80.000
ProceedsFromRelatedPartyDebt,1561408.000,246885.000
RepaymentsOfBankDebt,,54586.000
WeightedAverageNumberOfDilutedSharesOutstanding,31390000.000,31390000.000
WeightedAverageNumberOfSharesOutstandingBasic,31390000.000,31390000.000
