,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AssetRetirementObligationAccretionExpense,4171.000,1337.000,5328.000,1493.000,1523.000,3837.000,178.000,180.000,184.000
AssetRetirementObligationLiabilitiesSettled,,,,,,,75355.000,,
CostsAndExpenses,204038.000,-4139417.000,101951.000,55340.000,190840.000,58995.000,-15526.000,53171.000,31855.000
DepreciationDepletionAndAmortization,41713.000,36031.000,21230.000,19404.000,50061.000,14835.000,7801.000,5007.000,
GainLossOnSaleOfOilAndGasProperty,,4298537.000,,,,,80255.000,-194.000,-9.000
GeneralAndAdministrativeExpense,55572.000,50649.000,39381.000,23900.000,37858.000,17001.000,43960.000,32292.000,20332.000
ImpairmentOfOilAndGasProperties,,,,,78311.000,,0.000,179.000,4420.000
IncomeLossAttributableToParent,,,12634.000,-3330.000,-145259.000,-12911.000,51706.000,-23709.000,-42294.000
IncreaseDecreaseInAccountsPayable,,,-1157.000,,,,,,
IncreaseDecreaseInDueFromAffiliatesCurrent,,,-30742.000,,,,-11343.000,,
InterestIncomeDomesticDeposits,14.000,16.000,3.000,,,,,,
LeaseOperatingExpense,73723.000,53338.000,30445.000,4832.000,18749.000,15337.000,9633.000,12818.000,7851.000
NetCashProvidedByUsedInContinuingOperations,,,38845.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-29932.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-29932.000,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,9227.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,9227.000,,
NetCashProvidedByUsedInOperatingActivities,,,68777.000,,,,-9227.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,68777.000,,,,-9227.000,,
NetIncomeLoss,,4415919.000,,,,,,,
NetIncomeLossAllocatedToGeneralPartners,,,,1227.000,-10511.000,,8753.000,-3207.000,-6149.000
NetIncomeLossAllocatedToLimitedPartners,,,,-4557.000,-134748.000,,42953.000,-20502.000,-36145.000
NetIncomeLossPerOutstandingGeneralPartnershipUnit,893.150,22016.040,,37.820,-324.170,,269.950,-98.910,
NetIncomeLossPerOutstandingGeneralPartnershipUnitNetOfTax,,,,,,,,,-189.610
NetIncomeLossPerOutstandingLimitedPartnershipUnit,219.690,6009.080,14.250,-7.400,-218.720,-20.300,69.720,-33.280,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,-58.670
NoncashOrPartNoncashDivestitureAmountOfConsiderationReceived1,,,,,,,75355.000,,
NonoperatingIncomeExpense,14.000,16.000,3.000,319.000,,,,,
OilAndGasSalesRevenue,368330.000,276486.000,114582.000,51691.000,45581.000,46083.000,36180.000,29462.000,-10439.000
OperatingIncomeLoss,164292.000,4415903.000,12631.000,-3649.000,-145259.000,-12912.000,51706.000,-23709.000,-42294.000
OtherNonoperatingIncomeExpense,,,,319.000,,,,,
PartnersCapitalAccountDistributions,,,-29932.000,,,,,,
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,,,,,,,8633.000,,
ProductionBarrelsOfOilEquivalents,,,,,,,6.000,,
ProductionTaxExpense,28859.000,17765.000,5567.000,5711.000,4338.000,3680.000,3157.000,2501.000,-941.000
ProfitLoss,164306.000,,,,,,,,
