,2012-07-31,2013-07-31,2014-07-31
CashPeriodIncreaseDecrease,7272.000,-10831.000,
EarningsPerShareBasicAndDiluted,-0.010,-0.010,
ExplorationCosts,560.000,606.000,
GeneralAndAdministrativeExpense,1943.000,960.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,55225.000,69147.000,
NetCashProvidedByUsedInFinancingActivities,23200.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,23200.000,,
NetCashProvidedByUsedInOperatingActivities,-15928.000,-10831.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-15928.000,-10831.000,
NetIncomeLoss,-71153.000,-79978.000,
OperatingExpenses,71153.000,79978.000,
OperatingIncomeLoss,-71153.000,-79978.000,
ProceedsFromIssuanceOfCommonStock,24000.000,,
ProfessionalFees,68650.000,78412.000,
ProfitLoss,-71153.000,-79978.000,
