,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,2754.000,2322.000,7924.000,5732.000,2356.000,2918.000,8103.000,12972.000,5440.000,2986.000,31508.000
Assets,6645374.000,6679395.000,6742805.000,6772085.000,6821795.000,6783693.000,6741135.000,7750863.000,7645072.000,7541639.000,5954902.000
CashAndCashEquivalentsAtCarryingValue,1183939.000,1304837.000,1440484.000,1538376.000,1530185.000,1676372.000,1721154.000,5743745.000,5610727.000,5578285.000,5942865.000
DividendsPayableCurrentAndNoncurrent,0.000,,0.000,,,,,,,,
DueFromJointVentures,159712.000,169008.000,160555.000,43374.000,183751.000,84277.000,32804.000,0.000,0.000,0.000,0.000
DueToRelatedPartiesCurrentAndNoncurrent,11167.000,7665.000,7988.000,6413.000,6322.000,8248.000,8287.000,2540.000,4781.000,4689.000,4562.000
EquityMethodInvestments,,5203106.000,5139246.000,5187776.000,5100800.000,5020485.000,4982117.000,2004856.000,2031935.000,1960945.000,0.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,5299279.000,,,,,,,,,,
Liabilities,13921.000,9987.000,15912.000,12145.000,8678.000,11166.000,16390.000,15512.000,10221.000,7675.000,36070.000
LiabilitiesAndStockholdersEquity,6645374.000,6679395.000,6742805.000,6772085.000,6821795.000,6783693.000,6741135.000,7750863.000,7645072.000,7541639.000,5954902.000
OtherAssets,2444.000,2444.000,2520.000,2559.000,7059.000,2559.000,5060.000,2262.000,2410.000,2409.000,12037.000
PartnersCapital,6631453.000,6669408.000,6726893.000,6759940.000,6813117.000,6772527.000,6724745.000,7735351.000,7634851.000,7533964.000,5918832.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6631453.000,6669408.000,6726893.000,6759940.000,6813117.000,6772527.000,6724745.000,7735351.000,7634851.000,7533964.000,5918832.000
