,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableOtherCurrent,81000000.000,97000000.000,64000000.000,51000000.000
AccountsPayableRelatedPartiesCurrent,35000000.000,,,
AccountsPayableTradeCurrent,64000000.000,51000000.000,80000000.000,59000000.000
AccountsReceivableNetCurrent,7000000.000,13000000.000,8000000.000,9000000.000
AccruedLiabilitiesCurrent,,55000000.000,73000000.000,5000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,964000000.000,995000000.000,1002000000.000,1016000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,4000000.000,4000000.000
AdditionalPaidInCapitalCommonStock,2209000000.000,2209000000.000,0.000,
AssetRetirementObligationCurrent,28000000.000,25000000.000,22000000.000,41000000.000
Assets,7209000000.000,7326000000.000,6922000000.000,6881000000.000
AssetsCurrent,527000000.000,282000000.000,223000000.000,178000000.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,5.000,5.000,,
CommonStockSharesAuthorized,300.000,300.000,,
CommonStockSharesIssued,208.000,208.000,,
CommonStockSharesOutstanding,208.000,208.000,,
CommonStockValue,0.000,0.000,0.000,
DeferredTaxAssetsNetCurrent,54000000.000,72000000.000,52000000.000,25000000.000
DeferredTaxLiabilitiesNoncurrent,1452000000.000,1473000000.000,1514000000.000,1515000000.000
Deposits,29000000.000,33000000.000,29000000.000,28000000.000
DueFromRelatedPartiesCurrent,,,20000000.000,10000000.000
DueToRelatedPartiesCurrent,,34000000.000,45000000.000,34000000.000
EquityMethodInvestments,58000000.000,58000000.000,57000000.000,57000000.000
InterestAndDividendsPayableCurrent,33000000.000,,,
InterestPayableCurrent,,47000000.000,32000000.000,45000000.000
InventoryNet,56000000.000,,,
LiabilitiesAndStockholdersEquity,7209000000.000,7326000000.000,6922000000.000,6881000000.000
LiabilitiesCurrent,527000000.000,573000000.000,416000000.000,311000000.000
LongTermDebtCurrent,86000000.000,86000000.000,0.000,
LongTermDebtNoncurrent,1767000000.000,1768000000.000,1768000000.000,1769000000.000
NotesReceivableRelatedPartiesNoncurrent,545000000.000,650000000.000,519000000.000,523000000.000
OtherAssetsCurrent,7000000.000,15000000.000,10000000.000,13000000.000
OtherAssetsNoncurrent,80000000.000,82000000.000,84000000.000,84000000.000
OtherLiabilitiesCurrent,49000000.000,13000000.000,8000000.000,6000000.000
OtherLiabilitiesNoncurrent,30000000.000,30000000.000,30000000.000,30000000.000
OtherReceivables,,51000000.000,76000000.000,64000000.000
PropertyPlantAndEquipmentGross,5060000000.000,5356000000.000,5158000000.000,5182000000.000
PropertyPlantAndEquipmentNet,4096000000.000,4361000000.000,4156000000.000,4166000000.000
RegulatoryLiabilityCurrent,78000000.000,60000000.000,40000000.000,19000000.000
RegulatoryLiabilityNoncurrent,57000000.000,56000000.000,11000000.000,13000000.000
RetainedEarningsAccumulatedDeficit,1167000000.000,1217000000.000,0.000,
StockholdersEquity,3376000000.000,3426000000.000,3183000000.000,3243000000.000
Supplies,,56000000.000,57000000.000,57000000.000
TaxesPayableCurrent,44000000.000,72000000.000,23000000.000,23000000.000
