,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,326326000.000,329700000.000,349100000.000,341000000.000,358400000.000,346900000.000,364100000.000,269900000.000,255700000.000,272700000.000,279300000.000,254300000.000,240900000.000,214500000.000,197700000.000,225900000.000,220000000.000,214500000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,7300000.000,4400000.000
AccountsReceivableNetCurrent,272683000.000,273000000.000,233400000.000,234900000.000,248100000.000,241700000.000,223900000.000,130000000.000,127200000.000,169700000.000,125400000.000,88900000.000,100700000.000,134100000.000,127300000.000,138100000.000,128100000.000,127800000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,0.000,300000.000
AccrualForEnvironmentalLossContingenciesDiscountRate,,,,0.027,,,,0.021,,,,0.019,,,,0.019,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,33499000.000,27100000.000,19500000.000,30000000.000,32400000.000,27800000.000,21100000.000,24700000.000,24700000.000,28700000.000,21900000.000,22100000.000,24500000.000,25200000.000,20500000.000,25200000.000,25300000.000,26700000.000
AccruedEnvironmentalLossContingenciesNoncurrent,1540000.000,1400000.000,1400000.000,1200000.000,1100000.000,1100000.000,1000000.000,900000.000,800000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,489773000.000,518100000.000,546800000.000,575600000.000,601900000.000,632100000.000,661200000.000,693100000.000,726400000.000,759700000.000,788900000.000,818900000.000,849800000.000,878000000.000,909800000.000,942400000.000,975600000.000,1007200000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2205000.000,2600000.000,2500000.000,900000.000,600000.000,500000.000,500000.000,300000.000,300000.000,400000.000,300000.000,300000.000,300000.000,400000.000,400000.000,500000.000,1200000.000,1300000.000
Assets,2693276000.000,2800200000.000,2686500000.000,2533300000.000,2769400000.000,2785300000.000,2691700000.000,2417800000.000,2419500000.000,2516300000.000,2506200000.000,2195200000.000,2116900000.000,2192700000.000,2277300000.000,2331900000.000,2371800000.000,2447100000.000
