,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
EmployeeRelatedLiabilitiesCurrent,,,,187328.000,125511.000,118080.000,198330.000,214375.000,214375.000
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,,,,,,,,215000.000,215000.000
InterestPayableCurrent,,,,106838.000,151532.000,183924.000,238998.000,309769.000,371159.000
Liabilities,2579568.000,2976196.000,3011205.000,3751159.000,3873511.000,4050258.000,4204867.000,4475061.000,4726573.000
LiabilitiesAndStockholdersEquity,207184.000,239630.000,577806.000,520697.000,370002.000,235362.000,197793.000,342227.000,583747.000
LiabilitiesCurrent,1854568.000,2376171.000,2311205.000,3051159.000,3173511.000,3750233.000,4204867.000,4475061.000,3953689.000
LongTermDebt,,,,,,300025.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,0.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,300025.000,,,
NotesPayableCurrent,,,,159053.000,,109266.000,92678.000,,
NotesPayableRelatedPartiesClassifiedCurrent,300000.000,342558.000,342558.000,342558.000,342558.000,250000.000,450000.000,,
NotesPayableRelatedPartiesNoncurrent,150000.000,350000.000,550000.000,,,,,,
NotesPayableToBankCurrent,600025.000,800000.000,700025.000,700025.000,700025.000,600000.000,650020.000,650025.000,650025.000
NotesPayableToBankNoncurrent,500000.000,100025.000,0.000,0.000,0.000,100025.000,0.000,0.000,0.000
OperatingLossCarryforwards,,,,9700000.000,10000000.000,10300000.000,10300000.000,10800000.000,11200000.000
OtherAccruedLiabilitiesCurrent,227007.000,400478.000,353337.000,395700.000,430469.000,493933.000,549229.000,100683.000,105046.000
OtherAssetsCurrent,188667.000,124446.000,100019.000,190697.000,151206.000,,,,
OtherLongTermNotesPayable,0.000,0.000,,,,,,,
OtherNotesPayableCurrent,57982.000,114286.000,84983.000,159053.000,267575.000,,,175312.000,184593.000
PrepaidExpenseCurrent,,,,,,133325.000,109435.000,101932.000,74305.000
PropertyPlantAndEquipmentGross,,,,,,29807.000,,,
PropertyPlantAndEquipmentNet,14818.000,14710.000,14588.000,14494.000,14404.000,23632.000,22831.000,22034.000,21238.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,,,50000.000,50000.000,150000.000
RetainedEarningsAccumulatedDeficit,-35433816.000,-35962469.000,,-37807451.000,-38286094.000,-38921614.000,-39413458.000,-39987047.000,-40394874.000
SecuredDebtCurrent,,,,,,,,1250000.000,1261018.000
SecuredDebtOther,,,,,,,,525000.000,175000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,1029395.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,1.290,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,39000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,1173354.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,1.210,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,,1173354.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,,,1.210,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,12000.000,,,
StockholdersEquity,-2372384.000,-2736566.000,-2433399.000,-3230462.000,-3503509.000,-3814896.000,-4007074.000,-4132834.000,-4142826.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2372384.000,-2736566.000,-2433399.000,-3230462.000,-3503509.000,-3814896.000,-4007074.000,-4132834.000,-4142826.000
UnamortizedDebtIssuanceExpense,1985.000,74631.000,462586.000,268449.000,73202.000,5246.000,15369.000,162988.000,337234.000
UnsecuredDebtCurrent,,,,,,,,140616.000,107664.000
