,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,178870000.000,173225000.000,152465000.000,187428000.000,202154000.000,151227000.000,169306000.000,180825000.000,199196000.000,149680000.000,178213000.000,233351000.000,191216000.000,171162000.000,194663000.000,219351000.000,203138000.000,185307000.000,175309000.000,220969000.000,230307000.000,178374000.000,228046000.000,220522000.000,162231000.000
AccountsReceivableNetCurrent,204434000.000,269056000.000,252045000.000,226428000.000,197826000.000,277488000.000,267218000.000,224439000.000,226250000.000,239319000.000,266533000.000,250036000.000,231782000.000,259205000.000,300120000.000,267327000.000,236285000.000,266330000.000,288764000.000,258286000.000,225090000.000,298841000.000,322386000.000,288579000.000,237032000.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,,,,,1500000.000,1500000.000,,1600000.000,1500000.000,1500000.000,,1500000.000,1500000.000,1500000.000,,1500000.000,1500000.000,1500000.000,,,1500000.000,1500000.000,,1500000.000
AccumulatedDeferredInvestmentTaxCredit,100670000.000,155209000.000,155213000.000,164175000.000,162219000.000,161389000.000,160637000.000,191512000.000,190722000.000,189931000.000,189140000.000,192265000.000,191484000.000,190702000.000,189920000.000,211040000.000,210280000.000,209520000.000,208760000.000,209763000.000,209040000.000,208318000.000,207595000.000,210654000.000,209968000.000
AdditionalCollateralAggregateFairValue,,2000000.000,500000.000,500000.000,900000.000,700000.000,200000.000,100000.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,1422842000.000,1458490000.000,1480081000.000,1639503000.000,1641892000.000,1646991000.000,1651802000.000,1656972000.000,1659271000.000,1664525000.000,1669792000.000,1696727000.000,1705254000.000,1718017000.000,1753460000.000,1781120000.000,1788787000.000,1997661000.000,1999204000.000,2004124000.000,2003311000.000,2008491000.000,2013449000.000,2018317000.000,2015287000.000
AllowanceForDoubtfulAccountsReceivableCurrent,7260000.000,5657000.000,5325000.000,7384000.000,7898000.000,4919000.000,3517000.000,4916000.000,6353000.000,3466000.000,3073000.000,4596000.000,7233000.000,4503000.000,3561000.000,5309000.000,7072000.000,4569000.000,3519000.000,5309000.000,6790000.000,5093000.000,4175000.000,6667000.000,8420000.000
AssetRetirementObligation,,,,142508000.000,,,,152648000.000,,,,160682000.000,,,230925000.000,230668000.000,,283194000.000,286389000.000,275285000.000,,,,323951000.000,
AssetRetirementObligationsNoncurrent,127777000.000,129458000.000,131198000.000,142508000.000,144585000.000,146541000.000,148523000.000,152648000.000,154667000.000,156690000.000,158904000.000,160682000.000,171432000.000,177755000.000,230925000.000,230668000.000,233659000.000,283194000.000,286389000.000,275285000.000,276718000.000,280507000.000,283941000.000,323951000.000,349933000.000
Assets,8162756000.000,8323148000.000,8389903000.000,8682851000.000,8841391000.000,9042821000.000,9136510000.000,9265231000.000,9390484000.000,9483745000.000,9605835000.000,9597111000.000,9710459000.000,9871242000.000,10073664000.000,10347001000.000,10409735000.000,10548159000.000,10584079000.000,10705666000.000,10805597000.000,10970742000.000,11244418000.000,11487074000.000,11515590000.000
AssetsCurrent,575898000.000,664298000.000,604912000.000,633585000.000,631851000.000,716285000.000,678192000.000,643075000.000,623678000.000,664481000.000,694272000.000,706798000.000,706824000.000,748153000.000,749338000.000,700922000.000,674565000.000,753532000.000,757683000.000,717141000.000,675579000.000,741868000.000,762303000.000,768382000.000,721100000.000
