,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,153800000.000,151800000.000,168700000.000,165100000.000,122000000.000,57000000.000,82900000.000,117800000.000,105600000.000,,,,90500000.000,
AccountsPayableCurrent,5600000.000,6200000.000,13200000.000,3900000.000,4200000.000,2800000.000,2900000.000,6700000.000,157800000.000,153700000.000,180800000.000,193200000.000,126100000.000,128600000.000,109800000.000,163900000.000,144100000.000,119100000.000,164500000.000,149600000.000,217200000.000,193700000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,37500000.000,13800000.000,7400000.000,6300000.000,5500000.000,2600000.000,,,,,,,
AccountsPayableTradeCurrent,,,,,,,,,1600000.000,,,,700000.000,,,,1500000.000,,,,4900000.000,
AccountsPayableTradeCurrentAndNoncurrent,,,,,,,,,,,,,,123100000.000,107200000.000,,,,,,,
AccountsReceivableNetCurrent,12300000.000,11000000.000,17000000.000,19300000.000,23200000.000,25500000.000,28100000.000,26300000.000,205100000.000,237300000.000,290400000.000,312800000.000,241800000.000,192600000.000,227400000.000,302500000.000,236500000.000,209600000.000,247500000.000,224300000.000,289800000.000,267800000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,300000.000,1100000.000,1200000.000,,,,,,,
AccrualForEnvironmentalLossContingencies,,,,,,,,,,,,,1100000.000,,,,1700000.000,,,,2100000.000,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,7600000.000,3500000.000,5500000.000,5600000.000,2100000.000,3900000.000,6200000.000,6600000.000,4800000.000,5400000.000,12300000.000,6700000.000,4200000.000,4900000.000
AccruedLiabilitiesCurrent,9500000.000,20100000.000,28500000.000,48500000.000,37000000.000,23600000.000,15500000.000,23300000.000,25400000.000,14500000.000,23300000.000,31900000.000,23700000.000,17900000.000,20500000.000,50100000.000,105600000.000,96800000.000,101200000.000,113500000.000,90500000.000,78100000.000
AccumulatedCapitalizedInterestCosts,,,,,,,,,3400000.000,,,,7500000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,145200000.000,155800000.000,188400000.000,200800000.000,214800000.000,232700000.000,251000000.000,269200000.000,215600000.000,248400000.000,284600000.000,313300000.000,365400000.000,391600000.000,431100000.000,520000000.000,436900000.000,462700000.000,390900000.000,424400000.000,457800000.000,491700000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,100000.000,,,,,,,,,,,,,,400000.000,,,,1900000.000,1400000.000
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,,,,,,,,,,,,,,,,,,,,,2550700000.000,
AssetRetirementObligation,,,,,,,,,15100000.000,,,,22000000.000,,,,26400000.000,,,,27800000.000,
Assets,737100000.000,776300000.000,935800000.000,1027900000.000,1480800000.000,1470500000.000,1461500000.000,1483100000.000,6401800000.000,6491400000.000,6635600000.000,6694600000.000,6596500000.000,6612700000.000,6501200000.000,6877800000.000,5803700000.000,5570000000.000,4593400000.000,4544200000.000,4448900000.000,4374800000.000
AssetsCurrent,19600000.000,19000000.000,32300000.000,30300000.000,39000000.000,40900000.000,40800000.000,39200000.000,225000000.000,266600000.000,329200000.000,341500000.000,273100000.000,292200000.000,257900000.000,406800000.000,335800000.000,272400000.000,367300000.000,357600000.000,373400000.000,340000000.000
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,,,,,,,,55000000.000,55000000.000,,
BankOverdrafts,,,1600000.000,2600000.000,,,,,,,,,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,,,,,,,,,4700000.000,,,,2800000.000,,,,,,,,,
CapitalLeasedAssetsGross,,,,,,,,,5000000.000,3800000.000,3400000.000,3000000.000,2800000.000,2600000.000,2300000.000,2900000.000,2400000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,4800000.000,,,,2900000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,2600000.000,,,,1400000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,0.000,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,300000.000,,,,200000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,600000.000,,,,500000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,1300000.000,,,,800000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,0.000,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,100000.000,,,,100000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,,4700000.000,,,,2800000.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,100000.000,,,0.000,0.000,300000.000,1200000.000,1200000.000,2700000.000,5000000.000,17300000.000,100000.000,4600000.000,66800000.000,200000.000,200000.000,500000.000,1100000.000,900000.000,1000000.000,1600000.000,1000000.000
CollateralAlreadyPostedAggregateFairValue,,,,,,,,,,,,,,,,17600000.000,16800000.000,7100000.000,5000000.000,6700000.000,4300000.000,2000000.000
CommonStockSharesIssued,74330882.000,74343223.000,,,,,,,,,,,,,,,68555305.000,,,,,
CommonStockSharesOutstanding,74330882.000,74343223.000,,,,,,,,,,,,,,,68555305.000,,,,,
ConstructionPayableCurrentAndNoncurrent,,,,40300000.000,28400000.000,8500000.000,7500000.000,9000000.000,,,,,,,,,,,,,,
CrudeOilAndNaturalGasLiquids,,,,,,,,,,,,,900000.000,,,,,,,,,
