,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30
AmortizationOfFinancingCostsAndDiscounts,,,0.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,33840880.000,23761676.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-807141.000,,-95959.000,
ComprehensiveIncomeNetOfTax,,,-432708.000,-923160.000,-115173.000,-110944.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,-941895.000,-108374.000,-112124.000
ContractsRevenue,,,,77440.000,80852.000,860.000
CostOfGoodsAndServicesSold,110068.000,11.000,,,,
CostOfGoodsSold,0.000,0.000,,,,
CostOfGoodsSoldOilAndGas,,11.000,,,,
CostOfServicesLicensesAndServices,110068.000,0.000,,,,
Depreciation,,,2091.000,,1539.000,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGain,0.000,0.000,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,0.000,0.000,,,,
EarningsPerShareBasicAndDiluted,-0.090,-0.010,-0.030,-0.050,-0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,-1754.000,,-2253.000,
ExplorationExpense,,,,7855.000,,
ForeignCurrencyTransactionGainLossBeforeTax,-5593.000,-6.000,,475.000,,
GainLossOnDispositionOfAssets,0.000,-1839.000,,,12853.000,
GainLossOnInvestments,,-100000.000,,,,
GainLossOnSaleOfOilAndGasProperty,,,-41250.000,-429519.000,,
GainOrLossOnSaleOfStockInSubsidiary,,,,0.000,,
GrossProfit,219412.000,283712.000,,,,
ImpairmentOfOilAndGasProperties,,,,429519.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-240604.000,-510556.000,-992279.000,-156696.000,-118454.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1393594.000,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-510556.000,-992279.000,-156696.000,-118454.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,-0.030,-0.060,-0.000,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,0.000
IncomeLossFromDiscontinuedOperationsNetOfTax,,,43038.000,43039.000,56084.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,,,-48439.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,,
IncreaseDecreaseInAccountsPayable,,,-152577.000,,28259.000,
IncreaseDecreaseInAccountsReceivable,,,-10738.000,,-9088.000,
IncreaseDecreaseInAccruedLiabilities,,,-59772.000,,24286.000,
IncreaseDecreaseInDeferredRevenue,,,-43038.000,,-43038.000,
IncreaseDecreaseInDueFromRelatedParties,,,,,,28000.000
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,,0.000,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,2137.000,
IncreaseDecreaseInOtherReceivables,,,0.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,1000.000,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,23761676.000,
InterestExpense,123286.000,85348.000,48.000,0.000,,
InvestmentIncomeInterest,19037.000,77574.000,337.000,320.000,,
LicenseAndServicesRevenue,287635.000,270096.000,,,,
MarketingExpense,,,,,0.000,
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,
NetCashProvidedByUsedInInvestingActivities,,,-137315.000,,7000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-137315.000,,7000.000,
NetCashProvidedByUsedInOperatingActivities,,,-669826.000,,-102959.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-669826.000,,-102959.000,
NetIncomeLoss,-1393594.000,-240604.000,-467518.000,-930505.000,-107411.000,-70015.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,-18735.000,6799.000,-1180.000
NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,,,,,30000.000,
NonoperatingIncomeExpense,-708763.000,633451.000,701.000,-349424.000,19506.000,722.000
OilAndGasProductionExpense,163992.000,158035.000,,,,
OilAndGasRevenue,41845.000,13627.000,14599.000,18490.000,,
OperatingExpenses,904243.000,1157767.000,525856.000,738785.000,257054.000,120036.000
OperatingIncomeLoss,-684831.000,-874055.000,-511257.000,-642855.000,-176202.000,-119176.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,1861.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,28.000,,-203.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,-2253.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,36671.000,7317.000,-5509.000,-41906.000
OtherNonoperatingIncomeExpense,0.000,0.000,412.000,0.000,211.000,722.000
PaymentsToAcquireAvailableForSaleSecurities,,,26865.000,,,
PaymentsToAcquireMachineryAndEquipment,,,17000.000,,,
PaymentsToAcquireMiningAssets,,,91170.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,2280.000,,,
ProceedsFromSaleOfMachineryAndEquipment,,,,,7000.000,
ProfitLoss,,,,-949240.000,-100612.000,-68835.000
PropertyPlantAndEquipmentDisposals,,,,,49853.000,
ResearchAndDevelopmentExpense,30000.000,23329.000,,,,
ResultsOfOperationsExplorationExpense,,,218136.000,-7855.000,,
RevenueMineralSales,,,,,,860.000
Revenues,329480.000,283723.000,,95930.000,80852.000,860.000
SalesRevenueGoodsNet,0.000,0.000,,,,
SalesRevenueNet,329480.000,283723.000,,95930.000,80852.000,860.000
SellingGeneralAndAdministrativeExpense,710251.000,562197.000,266470.000,228488.000,186012.000,115377.000
ShareBasedCompensation,,,0.000,,,
StockIssuedDuringPeriodValueAcquisitions,,,0.000,,,
SubsequentEventAmount,,,,,423324.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,17355760.000,69956372.000,
