,2011-06-30,2011-09-30
CostOfServices,361272.000,347205.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010
GainsLossesOnExtinguishmentOfDebt,0.000,0.000
GeneralAndAdministrativeExpense,540468.000,307042.000
GrossProfit,120442.000,151712.000
InterestExpense,171695.000,200909.000
NetIncomeLoss,-818991.000,-564204.000
NonoperatingIncomeExpense,-171695.000,-200909.000
OperatingExpenses,767738.000,515007.000
OperatingIncomeLoss,-647296.000,-363295.000
ResearchAndDevelopmentExpense,131289.000,155003.000
SalesRevenueServicesNet,481714.000,498917.000
SellingAndMarketingExpense,95981.000,52962.000
