,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableTradeCurrent,18105000.000,15657000.000,10756000.000,18018000.000,15236000.000,17655000.000,15557000.000,21071000.000,26204000.000,33982000.000
AccountsReceivableNetCurrent,17787000.000,18940000.000,18063000.000,18415000.000,12725000.000,16532000.000,15651000.000,19332000.000,18760000.000,22188000.000
AccruedIncomeTaxesCurrent,842000.000,423000.000,550000.000,686000.000,634000.000,120000.000,70000.000,127000.000,148000.000,162000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,18234000.000,9114000.000,,,,,,,,
AssetRetirementObligation,,,,,9867000.000,9528000.000,12101000.000,12001000.000,11946000.000,11687000.000
AssetRetirementObligationCurrent,500000.000,500000.000,500000.000,600000.000,900000.000,900000.000,900000.000,600000.000,600000.000,600000.000
AssetRetirementObligationsNoncurrent,12293000.000,12371000.000,9815000.000,9504000.000,8967000.000,8628000.000,11201000.000,11401000.000,11346000.000,11087000.000
Assets,303241000.000,324486000.000,326727000.000,354905000.000,374770000.000,390764000.000,430889000.000,462163000.000,494629000.000,522379000.000
AssetsCurrent,29906000.000,36307000.000,26225000.000,31498000.000,25303000.000,26106000.000,23510000.000,25777000.000,29525000.000,34181000.000
CapitalizedExploratoryWellCosts,,,,,,,,2325000.000,10572000.000,15000.000
CashAndCashEquivalentsAtCarryingValue,1201000.000,5155000.000,1176000.000,4975000.000,3648000.000,3494000.000,1601000.000,605000.000,2035000.000,4813000.000
DeferredTaxAssetsHedgingTransactions,,,,,,,9000.000,,,
DeferredTaxAssetsNetCurrent,163000.000,,207000.000,296000.000,10000.000,122000.000,89000.000,146000.000,54000.000,96000.000
DeferredTaxAssetsNetNoncurrent,1634000.000,1052000.000,1008000.000,876000.000,338000.000,136000.000,0.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,,,,,,,119000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,,,,,,,5000.000,,,
DeferredTaxLiabilities,,,,,,,67000.000,,,
DeferredTaxLiabilitiesCurrent,,62000.000,,,,,,,,
DeferredTaxLiabilitiesNoncurrent,,,,,,,156000.000,376000.000,601000.000,879000.000
DerivativeAssets,,,,,14152000.000,9506000.000,,,,
DerivativeAssetsCurrent,9619000.000,10965000.000,5619000.000,6010000.000,6375000.000,4354000.000,4553000.000,4333000.000,7259000.000,5238000.000
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,,-1760000.000,,,
DerivativeAssetsNoncurrent,2884000.000,5869000.000,3665000.000,2767000.000,8234000.000,5621000.000,7227000.000,7465000.000,7309000.000,3055000.000
DerivativeBasisSpreadOnVariableRate,,,,,0.016,0.016,0.016,,,
DerivativeLiabilities,,,,,9625000.000,16576000.000,,,,
DerivativeLiabilitiesCurrent,20936000.000,6160000.000,28101000.000,32554000.000,7367000.000,14353000.000,13390000.000,12711000.000,6453000.000,4795000.000
DerivativeLiabilitiesNoncurrent,38139000.000,4113000.000,16953000.000,20460000.000,2715000.000,2692000.000,150000.000,263000.000,0.000,0.000
DueFromAffiliates,,,,632000.000,793000.000,,,,,391000.000
DueToAffiliateCurrent,1509000.000,667000.000,830000.000,,0.000,1012000.000,1277000.000,519000.000,778000.000,0.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,,,,,1800000.000,1500000.000,1200000.000,1800000.000,1500000.000,1300000.000
GeneralPartnersCapitalAccount,258000.000,330000.000,382000.000,378000.000,424000.000,411000.000,416000.000,414000.000,426000.000,423000.000
GeneralPartnersCapitalAccountUnitsIssued,33147.000,33147.000,35750.000,35750.000,35750.000,35750.000,35750.000,35750.000,35750.000,35750.000
GeneralPartnersCapitalAccountUnitsOutstanding,33147.000,33147.000,35750.000,35750.000,35750.000,35750.000,35750.000,35750.000,35750.000,35750.000
InterestPayableCurrent,143000.000,146000.000,16000.000,133000.000,0.000,143000.000,9000.000,168000.000,30000.000,11000.000
InventoryNet,1025000.000,894000.000,920000.000,955000.000,1641000.000,1273000.000,1388000.000,1186000.000,1370000.000,1307000.000
LiabilitiesAndStockholdersEquity,303241000.000,324486000.000,326727000.000,354905000.000,374770000.000,390764000.000,430889000.000,462163000.000,494629000.000,522379000.000
LiabilitiesCurrent,42035000.000,23615000.000,40753000.000,52141000.000,24264000.000,34326000.000,31349000.000,35389000.000,34425000.000,39659000.000
LimitedPartnersCapitalAccount,105282000.000,177943000.000,226824000.000,222336000.000,269190000.000,256374000.000,261217000.000,260031000.000,271575000.000,268976000.000
LimitedPartnersCapitalAccountUnitsIssued,33113700.000,33113700.000,35713700.000,35713700.000,35713700.000,35713700.000,35713700.000,35713700.000,35713700.000,35713700.000
LimitedPartnersCapitalAccountUnitsOutstanding,33113700.000,33113700.000,35713700.000,35713700.000,35713700.000,35713700.000,35713700.000,35713700.000,35713700.000,35713700.000
LongTermDebtNoncurrent,87000000.000,97000000.000,32000000.000,50000000.000,69000000.000,88000000.000,126000000.000,154000000.000,176000000.000,201000000.000
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAndAmortization,132863000.000,137236000.000,141498000.000,146330000.000,151315000.000,157086000.000,163542000.000,170426000.000,178367000.000,187253000.000
OilAndGasPropertySuccessfulEffortMethodNet,268483000.000,280970000.000,295587000.000,318503000.000,339669000.000,357739000.000,399055000.000,427888000.000,456827000.000,484239000.000
OtherAssetsNoncurrent,334000.000,288000.000,242000.000,1261000.000,1226000.000,1162000.000,1097000.000,1033000.000,968000.000,904000.000
OtherLiabilitiesCurrent,,,,150000.000,127000.000,143000.000,146000.000,193000.000,212000.000,109000.000
OtherLiabilitiesNoncurrent,,,,86000.000,210000.000,333000.000,400000.000,289000.000,256000.000,355000.000
PartnersCapital,123774000.000,187387000.000,227206000.000,222714000.000,269614000.000,256785000.000,261633000.000,260445000.000,272001000.000,269399000.000
PartnersCapitalDistributionAmountPerShare,,,,,,,2.070,,,
