,2011-06-30,2011-09-30,2012-03-31
AmortizationOfDebtDiscountPremium,,6242.000,
CashAcquiredFromAcquisition,,37289.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-58193.000,
CashPeriodIncreaseDecrease,,-20904.000,-31612.000
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAccumulatedAmortizationAdjustment,,18750.000,
DerivativeLossOnDerivative,0.000,,
EarningsPerShareBasicAndDiluted,-0.001,,-0.000
GeneralAndAdministrativeExpense,2226.000,,31612.000
IncomeLossFromContinuingOperations,,,-31612.000
IncreaseDecreaseInAccountsPayable,,15814.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,1512.000
InterestExpense,-4396.000,,-1512.000
LegalFees,,,10000.000
NetCashProvidedByUsedInOperatingActivities,,-60564.000,-31612.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-60564.000,-31612.000
NetIncomeLoss,-15003.000,,-33124.000
OperatingExpenses,10607.000,,
OperatingIncomeLoss,,-101370.000,-33124.000
OtherExpenses,-4396.000,,
OtherGeneralAndAdministrativeExpense,,,19112.000
OtherNonoperatingIncome,,,2500.000
PaymentsOfDebtRestructuringCosts,,-129.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,,2500.000,
ProfessionalFees,4198.000,,
TradingSecuritiesRealizedLoss,0.000,,
TravelAndEntertainmentExpense,4183.000,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,162082542.000
WeightedAverageNumberOfDilutedSharesOutstanding,160082542.000,,
