,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,6638200.000,5948900.000,6705900.000,6161600.000,5905600.000,5693600.000,5149200.000,5088600.000,5101800.000,4893800.000,4341600.000,4445500.000,4623200.000,4860800.000,4418600.000,4062600.000,4410300.000,4489000.000,4407800.000,4033500.000,4534200.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,3924100.000,,,,,,,,,,,,,,,,
AccountsReceivableNet,,,,,5160500.000,5421600.000,4430200.000,4635900.000,4393600.000,4119300.000,3877300.000,4513000.000,4666100.000,4384500.000,3659100.000,3492600.000,3614700.000,3835500.000,3291300.000,3211600.000,3051900.000
AccountsReceivableNetCurrent,5172800.000,4775800.000,5338700.000,5025800.000,,,,,,,1627000.000,,,,,,,,1117100.000,,
AccountsReceivableRelatedParties,,,,,501100.000,2889900.000,,,,2607000.000,,,,,,,,,,,
AccruedLiabilitiesCurrent,2086500.000,1858000.000,1618700.000,1498900.000,1572900.000,1652100.000,1602300.000,1486800.000,1600900.000,1467900.000,1711500.000,2106800.000,2055400.000,1768600.000,1373900.000,1855800.000,2013700.000,1908700.000,2072400.000,2040100.000,2173000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,10724200.000,,,,10935100.000,,,,11429300.000,,,,12487400.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,418800.000,499700.000,523600.000,429000.000,415900.000,406400.000,559000.000,554800.000,435900.000,413700.000,402300.000,373400.000,427800.000,454200.000,481300.000,451300.000,449300.000,472400.000,477100.000,480400.000,483300.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,56700.000,,,,69100.000,,,
Assets,20165800.000,19471800.000,19717700.000,19215200.000,19520800.000,20251500.000,19287300.000,19526900.000,19349300.000,19267000.000,18649600.000,19289100.000,19092900.000,18678600.000,17558000.000,17290000.000,17090600.000,17036000.000,16099900.000,15599200.000,15268300.000
AssetsCurrent,8089400.000,7488900.000,7863300.000,7419700.000,7576900.000,8045500.000,7077500.000,7397300.000,7189600.000,7277700.000,6801800.000,7641800.000,7370600.000,7280400.000,6342300.000,6042900.000,6128800.000,6272000.000,5436500.000,5380500.000,5235800.000
BuildingsAndImprovementsGross,,,,,,7222100.000,,,,7218900.000,,,,7218900.000,,,,7218900.000,,,
