,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,154000000.000,196900000.000,152100000.000,195300000.000
AccruedIncomeTaxesCurrent,13800000.000,18200000.000,13400000.000,30000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,835700000.000,807800000.000,773700000.000,808300000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,-700000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,51100000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,-121600000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-141300000.000,-157100000.000,,-158600000.000
AdditionalPaidInCapital,,1981400000.000,1983100000.000,1986500000.000
AdditionalPaidInCapitalCommonStock,1983200000.000,,,
Assets,1131100000.000,1104500000.000,1102200000.000,1324400000.000
AssetsCurrent,512400000.000,527200000.000,546000000.000,771700000.000
AssetsNoncurrent,191100000.000,167000000.000,142100000.000,128300000.000
BuildingsAndImprovementsGross,183100000.000,174800000.000,171100000.000,176700000.000
CashAndCashEquivalentsAtCarryingValue,17800000.000,35400000.000,19900000.000,23000000.000
CommonStockParOrStatedValuePerShare,,,100.000,
CommonStockSharesAuthorized,,,100000.000,
CommonStockSharesIssued,,,2968.000,
CommonStockValue,300000.000,300000.000,300000.000,300000.000
ConstructionInProgressGross,22300000.000,28900000.000,19100000.000,19700000.000
DeferredFinanceCostsNoncurrentNet,3100000.000,2500000.000,2000000.000,1700000.000
DeferredTaxAssetsNetCurrent,400000.000,400000.000,,
DeferredTaxAssetsNetNoncurrent,178700000.000,156200000.000,130600000.000,117600000.000
DeferredTaxLiabilitiesCurrent,5000000.000,4800000.000,6200000.000,6300000.000
DeferredTaxLiabilitiesNoncurrent,16100000.000,15500000.000,11100000.000,11500000.000
DefinedBenefitPensionPlanLiabilitiesNoncurrent,104000000.000,98800000.000,90000000.000,91300000.000
DueFromAffiliateCurrent,,,2800000.000,281600000.000
DueFromRelatedPartiesNoncurrent,266200000.000,271500000.000,276700000.000,
DueToAffiliateCurrent,,,60000000.000,
InventoryNet,228600000.000,255200000.000,339900000.000,449100000.000
Land,45300000.000,43400000.000,41400000.000,42800000.000
LiabilitiesAndStockholdersEquity,1131100000.000,1104500000.000,1102200000.000,1324400000.000
LiabilitiesCurrent,175100000.000,222100000.000,233900000.000,233600000.000
LiabilitiesNoncurrent,656200000.000,540700000.000,490000000.000,609400000.000
LongTermDebtAndCapitalLeaseObligations,509400000.000,400700000.000,362900000.000,479500000.000
LongTermDebtCurrent,2300000.000,2200000.000,2200000.000,2000000.000
MachineryAndEquipmentGross,888400000.000,850500000.000,841300000.000,872900000.000
OtherAssetsNoncurrent,9300000.000,8300000.000,9500000.000,9000000.000
OtherLiabilitiesNoncurrent,26700000.000,25700000.000,26000000.000,27100000.000
PrepaidExpenseAndOtherAssetsCurrent,3200000.000,5400000.000,3700000.000,4500000.000
PropertyPlantAndEquipmentGross,1263300000.000,1218100000.000,1187800000.000,1232700000.000
PropertyPlantAndEquipmentNet,427600000.000,410300000.000,414100000.000,424400000.000
ReceivablesNetCurrent,260600000.000,229300000.000,177800000.000,293300000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,1800000.000,1500000.000,1900000.000,1800000.000
RetainedEarningsAccumulatedDeficit,-1276200000.000,-1211400000.000,-1155000000.000,-1065200000.000
StockholdersEquity,299800000.000,341700000.000,378300000.000,481400000.000
