,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,201551.000,,,,63672.000,,,,93280.000,,
CostOfRealEstateSales,,,,,,,,,,,,,4776139.000
CostOfServicesMaintenanceCosts,5674.000,4320.000,4577.000,6121.000,2997.000,-845.000,2883.000,4336.000,2915.000,3523.000,3212.000,4966.000,1222.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,13990.000,1094662.000,-455210.000,35742.000,0.000,0.000,0.000,0.000,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,14287.000,,0.000,,,,,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,,,1538.000,,,,,,,,,,
GainLossOnDispositionOfRealEstateDiscontinuedOperations,,,,,,,,0.000,0.000,,,,
GainsLossesOnSalesOfInvestmentRealEstate,,,,,-469497.000,,,,,,,,
ImpairmentOfRealEstate,,,,,,,0.000,,,,3035973.000,0.000,190160.000
IncomeLossAttributableToParent,,,,1113033.000,-469860.000,,-37340.000,3147.000,-3418.000,-4433.000,-3059797.000,104.000,-131692.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-11585.000,18371.000,-14650.000,-36404.000,-37340.000,3147.000,-3418.000,-4433.000,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,,,-0.390,,,,,,,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,0.110,-0.110,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,,,0.470,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnitBasic,,,,,,,,0.000,0.000,,,,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,,2405.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,-6545.000,,,,-5861.000,,,,6268.000,,
IncreaseDecreaseInAccountsReceivable,,,125.000,,,,0.000,,,,,,
IncreaseDecreaseInDueToAffiliates,,,6322.000,,,,2011.000,,,,389.000,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,-658.000,,,,-695.000,,
IncreaseDecreaseInPropertyAndOtherTaxesPayable,,,-2132.000,,,,1975.000,,,,2517.000,,
