,2017-03-31
AdvertisingExpense,16000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,3000.000
AmortizationOfDeferredLoanOriginationFeesNet,-4000.000
BankOwnedLifeInsuranceIncome,12000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2511000.000
CurrentFederalStateAndLocalTaxExpenseBenefit,111000.000
DeferredIncomeTaxExpenseBenefit,66000.000
DepreciationDepletionAndAmortization,48000.000
DividendIncomeOperating,9000.000
FeesAndCommissionsDepositorAccounts,38000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,680000.000
ForeclosedRealEstateExpense,7000.000
GainLossOnSaleOfLoansAndLeases,602000.000
GainLossOnSalesOfLoansNet,602000.000
GainsLossesOnSalesOfOtherRealEstate,-3000.000
ImpairedFinancingReceivableAverageRecordedInvestment,978000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,10000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,337000.000
IncomeTaxExpenseBenefit,111000.000
IncreaseDecreaseInAccountsReceivable,244000.000
IncreaseDecreaseInAccruedInterestReceivableNet,7000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,159000.000
IncreaseDecreaseInAdvancePaymentsByBorrowersForTaxesAndInsurance,-224000.000
IncreaseDecreaseInDeposits,3047000.000
InformationTechnologyAndDataProcessing,67000.000
InterestAndDividendIncomeOperating,994000.000
InterestAndFeeIncomeLoansAndLeases,953000.000
InterestExpense,162000.000
InterestExpenseDeposits,162000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,822000.000
InterestIncomeExpenseNet,832000.000
InterestPaid,162000.000
LaborAndRelatedExpense,741000.000
LifeInsuranceCorporateOrBankOwnedChangeInValue,12000.000
NetCashProvidedByUsedInFinancingActivities,2819000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2819000.000
NetCashProvidedByUsedInInvestingActivities,-3278000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3278000.000
NetCashProvidedByUsedInOperatingActivities,-2052000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2052000.000
NetIncomeLoss,226000.000
NoninterestExpense,1137000.000
NoninterestIncome,652000.000
OccupancyNet,51000.000
OtherInterestAndDividendIncome,32000.000
OtherNoninterestExpense,124000.000
PaymentsToAcquireLoansHeldForInvestment,14525000.000
PaymentsToAcquirePropertyPlantAndEquipment,54000.000
ProceedsFromSaleOfForeclosedAssets,13000.000
ProceedsFromSaleOfLoansHeldForSale,13169000.000
ProfessionalFees,81000.000
ProvisionForLoanAndLeaseLosses,10000.000
RepaymentsOfFederalHomeLoanBankBorrowings,4000.000
