,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableInterestBearingCurrentAndNoncurrent,542786.000,453082.000,1051432.000,461051.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,539460.000,1410330.000,1038055.000,1085691.000
AdditionalPaidInCapital,4243332.000,4243332.000,4243332.000,4243332.000
AllowanceForNotesAndLoansReceivableCurrent,4489641.000,5052111.000,,2735252.000
Assets,269140127.000,259781402.000,259845955.000,277259482.000
AvailableForSaleSecuritiesCurrent,79470545.000,73183073.000,83374233.000,77137632.000
CashAndCashEquivalentsAtCarryingValue,22951187.000,22557778.000,18194898.000,45174914.000
CommonStockParOrStatedValuePerShare,2.000,2.000,2.000,2.000
CommonStockSharesAuthorized,1500000.000,1500000.000,1500000.000,1500000.000
CommonStockSharesIssued,899815.000,899815.000,899815.000,899815.000
CommonStockSharesOutstanding,899815.000,899815.000,899815.000,899815.000
CommonStockValue,1799630.000,1799630.000,1799630.000,1799630.000
DemandDepositAccounts,29722964.000,35318840.000,34022991.000,38155331.000
Deposits,239685117.000,235050171.000,236612036.000,254192022.000
DepositsSavingsDeposits,,,41499311.000,
HeldToMaturitySecuritiesSoldSecurityAtCarryingValue,-5612789.000,,,
InterestBearingDomesticDepositDemand,209962153.000,199731331.000,65272612.000,216036691.000
InterestReceivableCurrent,3696971.000,2678864.000,3309621.000,2344270.000
Liabilities,245840692.000,235503253.000,237663468.000,254653073.000
LiabilitiesAndStockholdersEquity,269140127.000,259781402.000,259845955.000,277259482.000
LoansReceivableHeldForSaleAmount,80000.000,426000.000,1027815.000,368550.000
LoansReceivableNet,150439112.000,149056206.000,141221602.000,138623645.000
OtherRealEstate,6236917.000,5707937.000,6610674.000,7615574.000
PropertyPlantAndEquipmentNet,5756195.000,5685444.000,5646012.000,5533797.000
RestrictedCashAndCashEquivalents,25000.000,25000.000,25000.000,25000.000
RestrictedInvestmentsCurrent,509200.000,486100.000,461100.000,461100.000
RetainedEarningsAccumulatedDeficit,16717013.000,16824857.000,15101470.000,15477756.000
StockholdersEquity,23299435.000,24278149.000,22182487.000,22606409.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,23299435.000,24278149.000,22182487.000,22606409.000
TimeDeposits,,,95817122.000,
