,2011-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-2806000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,689000.000
AmortizationOfIntangibleAssets,526000.000
BankOwnedLifeInsuranceIncome,2712000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-40194000.000
ComprehensiveIncomeNetOfTax,1190000.000
DepreciationAndAmortization,2294000.000
DividendsCommonStockCash,1529000.000
EarningsPerShareBasic,0.000
EarningsPerShareDiluted,0.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,47000.000
FederalDepositInsuranceCorporationPremiumExpense,2138000.000
FeesAndCommissionsDepositorAccounts,3284000.000
GainLossOnSaleOfInvestments,-429000.000
GainLossOnSaleOfLoansAndLeases,191000.000
GainLossOnSaleOfOtherAssets,146000.000
GainsLossesOnSalesOfOtherRealEstate,-1113000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2334000.000
IncomeTaxExpenseBenefit,-1964000.000
IncreaseDecreaseInDeposits,-140146000.000
IncreaseDecreaseInLoansHeldForSale,-131000.000
InformationTechnologyAndDataProcessing,2081000.000
InterestAndDividendIncomeOperating,46520000.000
InterestAndFeeIncomeLoansAndLeases,34906000.000
InterestExpense,7091000.000
InterestExpenseJuniorSubordinatedDebentures,1034000.000
InterestExpenseShortTermBorrowings,764000.000
InterestExpenseSubordinatedNotesAndDebentures,696000.000
InterestExpenseTimeDeposits,1937000.000
InterestIncomeDepositsWithFinancialInstitutions,209000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,28629000.000
InterestIncomeExpenseNet,39429000.000
InterestIncomeSecuritiesTaxExempt,1044000.000
InterestIncomeSecuritiesTaxable,10359000.000
InterestPaid,6688000.000
LaborAndRelatedExpense,19565000.000
MarketingExpense,63000.000
NetCashProvidedByUsedInFinancingActivities,-143369000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-143369000.000
NetCashProvidedByUsedInInvestingActivities,86682000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,86682000.000
NetCashProvidedByUsedInOperatingActivities,16493000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,16493000.000
NetIncomeLoss,-370000.000
NoninterestExpense,41097000.000
NoninterestIncome,10134000.000
NoninterestIncomeOtherOperatingIncome,2653000.000
OccupancyNet,6031000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,1560000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,841000.000
OtherInterestAndDividendIncome,2000.000
OtherNoninterestExpense,7652000.000
PaymentsForProceedsFromLoansAndLeases,-124839000.000
PaymentsOfDividendsCommonStock,1529000.000
PaymentsToAcquireAvailableForSaleSecurities,150143000.000
PaymentsToAcquireHeldToMaturitySecurities,944000.000
PaymentsToAcquirePropertyPlantAndEquipment,1955000.000
ProceedsFromIssuanceOfCommonStock,0.000
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,742000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,94046000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,15767000.000
ProceedsFromRepaymentsOfOtherDebt,-2501000.000
ProceedsFromSaleOfForeclosedAssets,2325000.000
ProceedsFromSaleOfHeldToMaturitySecurities,2747000.000
ProfessionalFees,2482000.000
ProvisionForLoanLeaseAndOtherLosses,10800000.000
ShareBasedCompensation,689000.000
StockIssuedDuringPeriodValueShareBasedCompensation,742000.000
SuppliesAndPostageExpense,559000.000
TransferOtherRealEstate,16200000.000
