,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,12927000.000,6695000.000,6782000.000,7431000.000,5510000.000,4964000.000,3105000.000,3933000.000,,,,,,,,,,,
AccruedInvestmentIncomeReceivable,,,,,,,,,,,700000.000,,,,,,1400000.000,1100000.000,3400000.000
Assets,1331345000.000,1752530000.000,1670731000.000,2071502000.000,2255959000.000,1445510000.000,1174894000.000,1246662000.000,,,,,,,,,,,
AssetsFairValueDisclosure,1329280000.000,1750471000.000,1668260000.000,2069148000.000,2253085000.000,1442475000.000,1167413000.000,1229801000.000,,,,,,,,,,,
AssetsNet,1150707000.000,1385726000.000,1390181000.000,1624717000.000,2077458000.000,1331194000.000,1064494000.000,1130736000.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,2414000.000,573000.000,1010000.000,1498000.000,34201000.000,9923000.000,14932000.000,21463000.000,,,,,,,,,,,
DeferredIncomeTaxLiabilities,55371000.000,236624000.000,205040000.000,368774000.000,137246000.000,154802000.000,49084000.000,78186000.000,5690000.000,39948000.000,82327000.000,21724000.000,564000.000,468000.000,377000.000,314000.000,548000.000,444000.000,1329000.000
DeferredTaxAssetsGross,35053000.000,44267000.000,40195000.000,37759000.000,241113000.000,,120281000.000,119081000.000,118159000.000,119710000.000,118293000.000,119739000.000,120585000.000,119603000.000,121863000.000,121596000.000,127507000.000,133887000.000,68615000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DeferredTaxAssetsNet,,,,,137246000.000,122619000.000,49084000.000,78186000.000,5690000.000,39948000.000,82327000.000,21724000.000,564000.000,468000.000,377000.000,314000.000,548000.000,444000.000,1329000.000
DeferredTaxAssetsOperatingLossCarryforwards,15571000.000,19263000.000,18212000.000,18909000.000,226419000.000,107812000.000,106867000.000,106526000.000,106473000.000,108720000.000,108227000.000,108377000.000,109051000.000,110797000.000,112442000.000,114221000.000,116045000.000,119095000.000,60747000.000
DeferredTaxAssetsValuationAllowance,,,,,103867000.000,,71197000.000,40895000.000,112469000.000,79762000.000,35966000.000,98015000.000,120021000.000,119135000.000,121486000.000,121282000.000,126959000.000,133443000.000,67286000.000
DeferredTaxLiabilities,20318000.000,192357000.000,164845000.000,331015000.000,,32183000.000,,,,,,,,,,,,,
DeferredTaxLiabilitiesOther,,,,,,,,1875000.000,1434000.000,1409000.000,,,,,,,,,
Liabilities,180638000.000,366804000.000,280550000.000,446785000.000,178501000.000,114316000.000,110400000.000,115926000.000,,,,,,,,,,,
LiquidationBasisOfAccountingAccruedCostsToDisposeOfAssetsAndLiabilities,,,,,,,,,,,,,32902000.000,27593000.000,24611000.000,21882000.000,24588000.000,21501000.000,18903000.000
MarketableSecurities,75045000.000,64714000.000,76796000.000,69689000.000,30435000.000,49735000.000,44382000.000,39306000.000,,,,,,,,,,,
OperatingLossCarryforwards,,,,,,272300000.000,84500000.000,83900000.000,83800000.000,85200000.000,86200000.000,86600000.000,92900000.000,97300000.000,101500000.000,106000000.000,110600000.000,118300000.000,129100000.000
OtherAssetsMiscellaneous,2065000.000,1908000.000,1815000.000,1714000.000,1586000.000,1547000.000,1502000.000,1598000.000,,,,,,,,,,,
