,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,493000.000,-345000.000,,-114000.000,-114000.000,-294000.000,-10000.000,3000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,-559000.000,-548000.000,,-444000.000,-515000.000,1668000.000,-312000.000,-205000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,1576000.000,2878000.000,,1342000.000,2432000.000,2465000.000,1722000.000,2170000.000
IncomeTaxReconciliationOtherAdjustments,,,-92000.000,107000.000,,32000.000,-94000.000,45000.000,-51000.000,-1000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,21000.000,90000.000,,37000.000,-7000.000,14000.000,157000.000,59000.000
IncomeTaxReconciliationTaxExemptIncome,,,-545000.000,40000.000,,,,,,
IncomeTaxesPaid,,15000.000,,,,1710000.000,,,,616000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-526000.000,,,,-729000.000,,,,93000.000
IncreaseDecreaseInAccountsReceivable,,806000.000,,,,98000.000,,,,-35000.000
IncreaseDecreaseInAccountsReceivableRelatedParties,,3226000.000,,,,-1706000.000,,,,-213000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,3574000.000,,,,-357000.000,,,,-1579000.000
IncreaseDecreaseInRestrictedCash,,-1160000.000,,,,2426000.000,-1793000.000,31000.000,-10000.000,21000.000
InterestExpense,1525000.000,992000.000,995000.000,923000.000,1458000.000,2183000.000,2533000.000,2572000.000,2559000.000,2607000.000
InterestExpenseDebt,1313000.000,,,,,,,,,
InterestIncomeExpenseNet,-1525000.000,,,,,,,,,-2603000.000
InterestIncomeOperating,8000.000,,,,,,,,,
InterestPaid,,1014000.000,,,,1807000.000,,,,2362000.000
LeaseAndRentalExpense,,,900000.000,3900000.000,,,,,,
NetCashProvidedByUsedInDiscontinuedOperations,,0.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,-7120000.000,,,,-11184000.000,,,,-20315000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-7120000.000,,,,-11184000.000,,,,-20315000.000
NetCashProvidedByUsedInInvestingActivities,,-422000.000,,,,-273000.000,,,,-126000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-422000.000,,,,-273000.000,,,,-126000.000
NetCashProvidedByUsedInOperatingActivities,,5504000.000,,,,9224000.000,13354000.000,14521000.000,,12815000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,5504000.000,,,,9224000.000,13354000.000,14521000.000,,12815000.000
NetIncomeLoss,-1362000.000,2041000.000,2652000.000,6325000.000,6675000.000,2150000.000,5235000.000,12831000.000,3956000.000,5198000.000
NetIncomeLossAllocatedToLimitedPartners,,2041000.000,2599000.000,6198000.000,6501000.000,2107000.000,5131000.000,12575000.000,3877000.000,5080000.000
OperatingCostsAndExpenses,,2227000.000,2222000.000,1535000.000,1726000.000,2043000.000,2026000.000,2004000.000,2004000.000,2013000.000
OperatingExpenses,10963000.000,12743000.000,14588000.000,14746000.000,17232000.000,18834000.000,18461000.000,18843000.000,22347000.000,18516000.000
OperatingIncomeLoss,2023000.000,765000.000,5807000.000,7051000.000,8831000.000,7523000.000,9417000.000,9500000.000,6200000.000,9236000.000
OperatingLeasesIncomeStatementLeaseRevenue,2189000.000,1878000.000,1906000.000,2036000.000,1890000.000,643000.000,647000.000,643000.000,644000.000,643000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-663000.000,256000.000,-94000.000,-110000.000,-172000.000,794000.000,-14000.000,-105000.000,-1694000.000,285000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,138000.000,-51000.000,-41000.000,,,,,,
OtherNonoperatingExpense,,,,,,,,,,5000.000
OtherOperatingActivitiesCashFlowStatement,,,,,,,,,,282000.000
PaymentsOfCapitalDistribution,,5195000.000,,,,7030000.000,,,,7903000.000
PaymentsOfFinancingCosts,,0.000,,,,,,,,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,77000.000,,,,1070000.000
PaymentsToAcquirePropertyPlantAndEquipment,,422000.000,,,,273000.000,,,,126000.000
ProceedsFromLongTermLinesOfCredit,,6000000.000,,,,5000000.000,,,,5000000.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,0.000,,,,,,,,
ProvisionForDoubtfulAccounts,1000000.000,,0.000,,,,,,,
RepaymentsOfLongTermLinesOfCredit,,7925000.000,,,,9077000.000,,,,16342000.000
Revenues,12986000.000,13508000.000,20395000.000,21797000.000,26063000.000,26357000.000,27878000.000,28343000.000,28547000.000,27752000.000
SalesRevenueNet,12986000.000,13508000.000,20395000.000,21797000.000,26063000.000,26357000.000,27878000.000,28343000.000,28547000.000,27752000.000
SellingGeneralAndAdministrativeExpense,3215000.000,2217000.000,2233000.000,2586000.000,2699000.000,3764000.000,2856000.000,3251000.000,-213000.000,2315000.000
ShareBasedCompensation,,727000.000,,,,728000.000,,,,798000.000
UnrealizedGainLossOnDerivatives,,1949000.000,,,,,,,,
WeightedAverageLimitedPartnershipUnitsOutstanding,,21324173.000,21317000.000,21290000.000,,23103000.000,23153000.000,23153000.000,,23245000.000
