,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-30,2013-06-29,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27
AccountsPayableCurrent,449472.000,307087.000,235715.000,446805.000,966587.000,675798.000,1406418.000,1660259.000,2253301.000,2377901.000,2711204.000,2596758.000,1868208.000,2017097.000,1700000.000,
AccruedLiabilitiesCurrent,410675.000,200378.000,352428.000,7743.000,1473.000,468011.000,1480624.000,744994.000,1054836.000,2342153.000,2677731.000,1364069.000,1735113.000,1224376.000,1459000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,175971.000,,737066.000,1224396.000,1334425.000,1476133.000,1329367.000,1033052.000,1195000.000,1422456.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-134862.000,-699946.000,-423351.000,-365162.000,-388617.000,-309682.000,-459036.000,-261056.000,264217.000,585301.000,1165425.000,683980.000,1338113.000,1483095.000,838000.000,
AdditionalPaidInCapital,3155316.000,6813848.000,5174834.000,5654287.000,6298586.000,6679619.000,7061406.000,7498440.000,7931511.000,9934322.000,10004951.000,10382729.000,10775389.000,15218708.000,15603000.000,
Assets,1299926.000,11810521.000,10884414.000,10497642.000,9793782.000,21199209.000,20328540.000,22201864.000,20185283.000,21489962.000,25121872.000,22818225.000,26447696.000,16197388.000,14023000.000,
AssetsCurrent,1103039.000,11357626.000,7574632.000,6466552.000,3105249.000,10919703.000,5960939.000,5834039.000,3543902.000,2652382.000,5980242.000,3322880.000,7373693.000,5088016.000,3481000.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,0.000,0.000,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,1797121.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,,,,,,,,,,,615088.000,587288.000,527565.000,545902.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent,,,,,,,,,,199131.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,1172081.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt,,,,,,,,,,,514202.000,477195.000,413050.000,360815.000,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,890848.000,,,1134735.000,,1141000.000,1058000.000,1206765.000,1120000.000,1051864.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,116082.000,,,296579.000,,140000.000,70000.000,267089.000,192000.000,129943.000
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,146930.000,,,209539.000,,209000.000,205000.000,220395.000,220000.000,220395.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,198612.000,,,209539.000,,264000.000,261000.000,240657.000,237000.000,236440.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,198612.000,,,209539.000,,264000.000,261000.000,231935.000,228000.000,225600.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,230612.000,,,209539.000,,264000.000,261000.000,246689.000,243000.000,239486.000
CashAndCashEquivalentsAtCarryingValue,947948.000,10613523.000,6340505.000,5165962.000,804955.000,7857531.000,2877210.000,2947499.000,593855.000,1193365.000,3867218.000,488673.000,4789968.000,1196362.000,862000.000,
CashEquivalentsAtCarryingValue,,,,,,,20000.000,,,15000.000,,,,12900.000,,
ClassOfWarrantOrRightOutstanding,,,,,2962719.000,3057555.000,3156848.000,3156848.000,2881342.000,6887580.000,8145080.000,8516260.000,23031666.000,22932373.000,22932373.000,22932373.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,,
CommonStockSharesIssued,37032529.000,41123704.000,41701604.000,42442804.000,42564883.000,43923111.000,44239198.000,44435198.000,44472698.000,47806031.000,50679097.000,50428003.000,50428003.000,66378003.000,66378003.000,
CommonStockSharesOutstanding,37032529.000,41123704.000,41701604.000,42442804.000,42564883.000,43923111.000,44239198.000,44435198.000,44472698.000,47806031.000,50679097.000,50428003.000,50428003.000,66378003.000,66378003.000,
CommonStockSharesSubscriptions,,,,,,220972.000,,,,,,,,,,
CommonStockValue,13788786.000,24061147.000,27428844.000,29036653.000,29328171.000,31996637.000,32616795.000,32927905.000,32974780.000,34889370.000,38100356.000,38109006.000,40226287.000,39665322.000,39665000.000,
ConvertibleLongTermNotesPayable,,,,,,,10051262.000,14764500.000,14269406.000,16674686.000,18300961.000,19619320.000,18780235.000,18023965.000,16694000.000,17143318.000
CumulativeEarningsDeficit,,,,,,,-32007514.000,,,-47422847.000,-49998644.000,-51963396.000,-53435631.000,-63639023.000,-63817000.000,-66189168.000
CustomerDepositsCurrent,375000.000,375000.000,0.000,,,,,,,,,,,,,
DebtInstrumentFaceAmount,,,,,,,,,,669335.000,0.000,0.000,0.000,0.000,,
DeferredFinanceCostsNoncurrentNet,,,,,,1054184.000,1024294.000,1420725.000,1341844.000,1442023.000,1333895.000,1271499.000,1115283.000,967294.000,872000.000,774319.000
DeferredIncomeTaxLiabilities,,,,,,,,,,199131.000,198869.000,197219.000,184168.000,0.000,,
DeferredRevenueCurrent,,,,,,,,,,247655.000,239226.000,263901.000,270657.000,263901.000,276000.000,
DeferredTaxAssetsGross,,,,,,,7111669.000,,,11997902.000,,,,14672688.000,,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,,,,673128.000,,,999811.000,,,,196522.000,,
DeferredTaxAssetsNet,,,,,,,0.000,,,-199131.000,,,,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,6076085.000,,,10999463.000,,,,12025908.000,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,51057.000,,,-168845.000,,,,2214539.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,191188.000,,,165590.000,,,,233806.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,7111669.000,,,12197033.000,,,,14672688.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,,,11521.000,,,,,,,,,
DeferredTaxLiabilitiesOther,,,,,,,379770.000,,,-1883.000,,,,-1883.000,,
DerivativeFairValueOfDerivativeLiability,,,,,,,,,,,,314375.000,86768.000,,,
DerivativeLiabilities,,,,,,,,,,,,,,872205.000,,
DerivativeLiabilitiesCurrent,,,1053498.000,1443837.000,755826.000,571907.000,488035.000,414056.000,6436.000,0.000,,395231.000,3621786.000,872205.000,698000.000,
DerivativeLiabilitiesNoncurrent,1985807.000,876409.000,,,,,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,8373053.000,8838151.000,11452303.000,14241270.000,15682993.000,17716752.000,20767663.000,23997933.000,27019903.000,35937596.000,38513393.000,,,,,
DueToRelatedPartiesCurrent,928036.000,0.000,0.000,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,161834.000,,168958.000,187500.000,192915.000,219640.000,223932.000,227881.000,219000.000,233024.000
FiniteLivedIntangibleAssetsGross,,,,,,,256453.000,,296738.000,343045.000,350519.000,374593.000,362237.000,356547.000,342000.000,352753.000
