,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-30,2013-06-29,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27
FiniteLivedIntangibleAssetsNet,,,,,,,94619.000,,127780.000,155545.000,157604.000,154953.000,138305.000,128666.000,123000.000,119729.000
IntangibleAssetsNetExcludingGoodwill,69265.000,103303.000,107171.000,112372.000,107668.000,107042.000,94619.000,82617.000,127780.000,155545.000,157604.000,154953.000,138305.000,128666.000,123000.000,
InventoryNet,24000.000,566852.000,1035966.000,1200842.000,2188475.000,2857551.000,2904652.000,2614426.000,2503525.000,945040.000,876238.000,926367.000,842029.000,448569.000,618000.000,421017.000
Liabilities,4348990.000,1958874.000,,1898385.000,1723886.000,11946716.000,13426339.000,17583809.000,17583979.000,23503816.000,25849784.000,25605906.000,27543538.000,23469286.000,21734000.000,
LiabilitiesAndStockholdersEquity,1299926.000,11810521.000,10884414.000,10497642.000,9793782.000,21199209.000,20328540.000,22201864.000,20185283.000,21489962.000,25121872.000,22818225.000,26447696.000,16197388.000,14023000.000,
LiabilitiesCurrent,2363183.000,1082465.000,1641641.000,,,1715716.000,3375077.000,2819309.000,3314573.000,6078809.000,6835752.000,5312172.000,8166085.000,5084506.000,4707000.000,
LoansPayableCurrent,,,,,,,,,,634486.000,615088.000,587278.000,527565.000,706927.000,430000.000,
LongTermDebtCurrent,,,,,,,,,,,60467.000,104935.000,142756.000,161025.000,144000.000,147642.000
LongTermDebtNoncurrent,,,,,,,,,,,,,,18184990.000,16838000.000,16995676.000
LongTermLoansPayable,,,,,,,,,,551190.000,514202.000,477195.000,413050.000,360815.000,333000.000,
LongTermNotesPayable,,,,,,10231000.000,,,,,,,,,,
NotesPayableCurrent,200000.000,200000.000,0.000,,,,,,,476614.000,532036.000,0.000,0.000,0.000,,
OperatingLossCarryforwards,,,,,,,22012000.000,,,,,,,,,
OtherAccruedLiabilitiesNoncurrent,,,,,,,,,,,6261.000,12084.000,17545.000,,,
OtherAssets,,,,,,,,,,,,,26448000.000,16197.000,14023000.000,12534000.000
PrepaidExpenseCurrent,81063.000,84514.000,47247.000,39015.000,49486.000,36273.000,106785.000,218394.000,272012.000,290872.000,451568.000,755874.000,225805.000,336328.000,533000.000,
PropertyPlantAndEquipmentGross,,,,,,,13424659.000,,15908823.000,18464408.000,18894555.000,19545026.000,19149782.000,18537757.000,10742000.000,10921603.000
PropertyPlantAndEquipmentNet,127622.000,349592.000,3202611.000,3918718.000,6580865.000,9118280.000,13248688.000,14864483.000,15171757.000,17240012.000,17650131.000,18068893.000,17820415.000,10013412.000,9547000.000,9499148.000
ReceivablesNetCurrent,50028.000,92737.000,150914.000,60733.000,62333.000,168348.000,72292.000,53720.000,174510.000,223105.000,785218.000,1151966.000,1515891.000,3106757.000,1468000.000,
RetainedEarningsAccumulatedDeficit,-11485251.000,-11485251.000,-11485251.000,-11485251.000,-11485251.000,-11485251.000,-11485251.000,-11485251.000,-11485251.000,-11485251.000,-11485251.000,-51963396.000,-53435631.000,-63639023.000,-63817000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,3940583.000,4029045.000,4307990.000,4601031.000,4959418.000,6301720.000,6413795.000,6804520.000,7144851.000,,,6552876.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,1.530,1.660,1.690,1.780,1.820,1.810,1.800,1.780,1.740,,,1.750
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,4856419.000,4684045.000,6366045.000,6505045.000,6498792.000,6468799.000,7954295.000,8089295.000,7997628.000,6769294.000,6597877.000,6562876.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,1.550,1.570,1.770,1.810,1.810,1.810,1.710,1.700,1.700,1.790,1.750,1.780
StockholdersEquity,-3049064.000,9851647.000,9242773.000,8599257.000,8069896.000,9252493.000,6902201.000,4618055.000,2601304.000,-2013854.000,-727912.000,-2787681.000,-1095842.000,-7271898.000,-7711000.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-3049064.000,9851647.000,,8599257.000,8069896.000,9252493.000,6902201.000,4618055.000,2601304.000,-2013854.000,-727912.000,-2787681.000,-1095842.000,-7271898.000,-7711000.000,
StockholdersEquityNoteSubscriptionsReceivable,,,,,,133050.000,64050.000,64050.000,64050.000,0.000,,,,,,
