,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AssetManagementCosts,455793.000,322399.000,271904.000,173710.000
AssetManagementFees1,,,,89320.000
DerivativeGainLossOnDerivativeNet,982835.000,907911.000,499733.000,1974676.000
FeesAndCommissionsTransferAgent,,,,-15547.000
FloorBrokerageExchangeAndClearanceFees,848694.000,663889.000,551526.000,337241.000
ForeignCurrencyTransactionGainLossRealized,,8688.000,3559.000,6518.000
GeneralAndAdministrativeExpense,187231.000,117406.000,85225.000,66421.000
IncentiveFeeExpense,,,,29294.000
InterestIncomeOperating,9660.000,18102.000,7099.000,560.000
InvestmentIncomeNet,-1767295.000,-1464977.000,-1394650.000,-777049.000
NetIncomeLoss,-784460.000,-557066.000,-894917.000,1197627.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,-232.790,-239.990,-448.030,851.160
NoninterestExpenseRelatedToPerformanceFees,148545.000,230711.000,362310.000,29294.000
OperatingExpenses,1776955.000,1483079.000,1401749.000,777609.000
PartnersCapitalAccountContributions,359994.000,502487.000,668975.000,580488.000
PartnersCapitalAccountRedemptions,-11049735.000,-3119835.000,-4517204.000,-2055120.000
ProfessionalFees,136692.000,148674.000,130784.000,155396.000
ProfitLoss,-784460.000,,,
