,2011-06-30,2011-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-391317.000,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,-407933.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-32957.000,-81749.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,17610.000,
IncreaseDecreaseInOtherReceivables,0.000,
InvestmentIncomeInterest,88.000,103.000
NetCashProvidedByUsedInFinancingActivities,-407933.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-407933.000,
NetCashProvidedByUsedInInvestingActivities,49098.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,49098.000,
NetCashProvidedByUsedInOperatingActivities,-32482.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-32482.000,
NetIncomeLoss,-994.000,-19624.000
NetIncomeLossAllocatedToGeneralPartners,-10.000,-195.000
NetIncomeLossAllocatedToLimitedPartners,-984.000,-19429.000
OperatingExpenses,50180.000,87116.000
OtherGeneralAndAdministrativeExpense,22401.000,60210.000
PartnersCapitalAccountDistributions,-31875.000,
Revenues,17223.000,5367.000
SalesRevenueNet,17223.000,5367.000
