,2011-06-30,2011-09-30
BankOwnedLifeInsuranceIncome,64000.000,
BusinessCombinationAcquisitionRelatedCosts,1357000.000,154000.000
ComprehensiveIncomeNetOfTax,,7033000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,4716000.000,
EarningsPerShareBasic,0.150,0.390
EarningsPerShareDiluted,0.140,0.390
EquipmentExpense,330000.000,279000.000
FeesAndCommissionsDepositorAccounts,416000.000,392000.000
GainLossOnSaleOfSecuritiesNet,31000.000,933000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,4671000.000,11954000.000
IncomeTaxExpenseBenefit,1790000.000,4827000.000
InformationTechnologyAndDataProcessing,258000.000,234000.000
InterestAndDividendIncomeOperating,18649000.000,18600000.000
InterestAndFeeIncomeLoansAndLeases,15639000.000,15887000.000
InterestExpense,2266000.000,2263000.000
InterestExpenseDeposits,1792000.000,1793000.000
InterestExpenseJuniorSubordinatedDebentures,179000.000,180000.000
InterestExpenseOtherLongTermDebt,281000.000,280000.000
InterestExpenseShortTermBorrowings,14000.000,10000.000
InterestIncomeDepositsWithFinancialInstitutions,14000.000,18000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,15283000.000,19837000.000
InterestIncomeExpenseNet,16383000.000,16337000.000
InterestIncomeSecuritiesTaxExempt,10000.000,7000.000
InterestIncomeSecuritiesTaxable,2744000.000,2449000.000
LaborAndRelatedExpense,6241000.000,5997000.000
MarketingAndAdvertisingExpense,205000.000,150000.000
NetIncomeLoss,,7127000.000
NetIncomeLossAvailableToCommonStockholdersBasic,2360000.000,6606000.000
NoninterestExpense,11571000.000,9608000.000
NoninterestIncome,959000.000,1725000.000
NoninterestIncomeOtherOperatingIncome,448000.000,400000.000
OccupancyNet,1347000.000,1202000.000
OtherInterestAndDividendIncome,25000.000,23000.000
OtherNoninterestExpense,1168000.000,1238000.000
PreferredStockDividendsAndOtherAdjustments,521000.000,521000.000
ProfitLoss,2881000.000,
ProvisionForLoanAndLeaseLosses,1100000.000,-3500000.000
Revenues,16242000.000,21562000.000
SalesRevenueNet,16242000.000,21562000.000
WeightedAverageNumberOfDilutedSharesOutstanding,16690443.000,16693969.000
WeightedAverageNumberOfSharesOutstandingBasic,16538060.000,16553250.000
