,2013-01-31,2014-01-31,2015-01-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,1855.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-3389.000,-6188.000
CashPeriodIncreaseDecrease,-14883.000,,
Depletion,1855.000,,
DepletionOfOilAndGasProperties,,3710.000,2933.000
EarningsPerShareBasic,0.000,,
EarningsPerShareBasicAndDiluted,,-0.000,-0.000
EffectiveIncomeTaxRateContinuingOperations,,0.340,0.340
GainLossOnDispositionOfAssets1,,,4389.000
GeneralAndAdministrativeExpense,8016.000,17183.000,5858.000
IncomeTaxesPaid,0.000,,
IncreaseDecreaseInAccountsPayable,4235.000,10045.000,-4740.000
IncreaseDecreaseInAccountsReceivable,-187.000,-187.000,
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,-15000.000,,
IncreaseDecreaseInNotesReceivables,,,-6000.000
IncreaseDecreaseInUnprovedOilAndGasProperty,-37102.000,,
InterestPaid,0.000,,
NetCashProvidedByUsedInFinancingActivities,35000.000,25000.000,12000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,35000.000,25000.000,12000.000
NetCashProvidedByUsedInInvestingActivities,-37102.000,,28388.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-37102.000,,28388.000
NetCashProvidedByUsedInOperatingActivities,-12781.000,-28389.000,-46577.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-12781.000,-28389.000,-46577.000
NetIncomeLoss,-18684.000,-42331.000,-30271.000
NonoperatingIncomeExpense,,,4389.000
OilAndGasRevenue,,,967.000
OperatingCostsAndExpenses,2763.000,7212.000,12222.000
OperatingExpenses,21635.000,42331.000,35628.000
OtherNonoperatingIncomeExpense,,,4389.000
PaymentsForProceedsFromLongtermInvestments,,,8714.000
PaymentsToAcquireOilAndGasProperty,,,-37102.000
ProceedsFromIssuanceOfCommonStock,50000.000,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,25000.000,12000.000
ProfessionalFees,9000.000,14227.000,14615.000
RevenueMineralSales,2951.000,,
Revenues,2951.000,,967.000
SalesRevenueNet,2951.000,,967.000
StockholdersEquityPeriodIncreaseDecrease,-18684.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,20000000.000,20000000.000
WeightedAverageNumberOfSharesOutstandingBasic,15573770.000,,
