,2011-06-30,2011-09-30
Assets,548570.000,577592.000
AssetsCurrent,260567.000,291256.000
CashAndCashEquivalentsAtCarryingValue,132456.000,146692.000
DueFromRelatedPartiesCurrent,78040.000,84633.000
GeneralPartnersCapitalAccount,29333.000,32255.000
LiabilitiesAndStockholdersEquity,548570.000,577592.000
LimitedPartnersCapitalAccount,224465.000,246209.000
OilAndGasPropertyFullCostMethodDepletion,3982809.000,3987372.000
OilAndGasPropertyFullCostMethodGross,4270812.000,4273708.000
OilAndGasPropertyFullCostMethodNet,288003.000,286336.000
OilAndGasReclamationLiabilityNoncurrent,294772.000,299128.000
PartnersCapital,253798.000,278464.000
PrepaidTaxes,50071.000,59931.000
