,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentForAmortization,152000000.000,72000000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,25000000.000,38000000.000,18000000.000,27000000.000,24000000.000,22000000.000
AllocatedShareBasedCompensationExpense,,35000000.000,27000000.000,40000000.000,29000000.000,34000000.000
AmortizationAndDepreciationOfDecontaminatingAndDecommissioningAssets,,,,39000000.000,-428000000.000,-179000000.000
AmortizationOfFinancingCosts,49000000.000,,,,,
AssetImpairmentCharges,,,575000000.000,157000000.000,5000000.000,0.000
AssetRetirementObligationAccretionExpense,68000000.000,,,,,
AssetRetirementObligationLiabilitiesIncurred,19000000.000,,,,,
AssetRetirementObligationLiabilitiesSettled,1000000.000,,,,,
AssetRetirementObligationRevisionOfEstimate,41000000.000,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,1300000000.000,,,,,
CapitalExpendituresIncurredButNotYetPaid,639000000.000,,,,,
CapitalLeaseObligationsIncurred,0.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,80000000.000,-1299000000.000,-24000000.000,-14000000.000,29000000.000,-65000000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,374000000.000,0.000,0.000,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,-1037000000.000,0.000,0.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-3000000.000,-637000000.000,0.000,0.000,,
CommonStockDividendsPerShareDeclared,1.285,1.312,1.367,1.482,1.732,1.982
ComprehensiveIncomeNetOfTax,-100000000.000,-131000000.000,989000000.000,1567000000.000,1022000000.000,1314000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,58000000.000,91000000.000,100000000.000,109000000.000,97000000.000,114000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-42000000.000,-40000000.000,1089000000.000,1676000000.000,1119000000.000,1428000000.000
CostOfPurchasedPower,2989000000.000,3831000000.000,4567000000.000,5593000000.000,4266000000.000,4527000000.000
CostsAndExpenses,12440000000.000,9577000000.000,10866000000.000,10941000000.000,9516000000.000,9777000000.000
CurrentFederalTaxExpenseBenefit,-223000000.000,0.000,-97000000.000,-99000000.000,18000000.000,-46000000.000
CurrentIncomeTaxExpenseBenefit,-187000000.000,0.000,-106000000.000,-79000000.000,37000000.000,-13000000.000
CurrentStateAndLocalTaxExpenseBenefit,36000000.000,0.000,-9000000.000,20000000.000,19000000.000,33000000.000
DebtConversionConvertedInstrumentAmount1,86000000.000,0.000,0.000,18000000.000,,0.000
DebtConversionOriginalDebtAmount1,-86000000.000,0.000,0.000,136000000.000,,0.000
DeferredFederalIncomeTaxExpenseBenefit,-9000000.000,132000000.000,317000000.000,454000000.000,340000000.000,176000000.000
DeferredIncomeTaxExpenseBenefit,-101000000.000,267000000.000,348000000.000,522000000.000,449000000.000,190000000.000
DeferredIncomeTaxesAndTaxCredits,-188000000.000,141000000.000,345000000.000,522000000.000,449000000.000,190000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-92000000.000,135000000.000,31000000.000,68000000.000,109000000.000,14000000.000
DefinedBenefitPlanActuarialGainLoss,,,563000000.000,-374000000.000,,
DefinedBenefitPlanFutureAmortizationOfPriorServiceCostCredit,,,11000000.000,,,
DefinedContributionPlanCostRecognized,99000000.000,85000000.000,76000000.000,71000000.000,73000000.000,69000000.000
Depreciation,,,1310000000.000,1330000000.000,1420000000.000,
DilutiveSecurities,0.000,-1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,-2013000000.000,0.000,-525000000.000,15000000.000,1000000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,4000000.000,-549000000.000,-36000000.000,-710000000.000,-21000000.000,-11000000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,1242000000.000,0.000,0.000,,
DividendsCommonStockCash,419000000.000,428000000.000,446000000.000,483000000.000,564000000.000,646000000.000
DividendsPreferredStock,59000000.000,91000000.000,100000000.000,112000000.000,113000000.000,123000000.000
EarningsPerShareBasic,-0.110,-0.560,2.810,4.950,3.130,4.020
EarningsPerShareDiluted,-0.110,-0.560,2.780,4.890,3.100,3.970
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350,0.350
ElectricDomesticRegulatedRevenue,10574000000.000,11848000000.000,,,,
ElectricalGenerationRevenue,2186000000.000,14000000.000,,,,
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,59000000.000,101000000.000,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,15000000.000,14000000.000,11000000.000,16000000.000,12000000.000,41000000.000
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,12000000.000,27000000.000,,,,
EquityMethodInvestmentDividendsOrDistributions,82000000.000,0.000,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,13000000.000,-6000000.000,5000000.000,-15000000.000,15000000.000,0.000
FuelCosts,1166000000.000,308000000.000,324000000.000,,,
GainLossOnContractTermination,-1772000000.000,28000000.000,-571000000.000,-157000000.000,,
