,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30
GainLossOnSaleOfLeasedAssetsNetOperatingLeases,,,,,,,,,,,,,-111000.000
GrossProfit,11808000.000,9401000.000,11454000.000,11247000.000,13258000.000,11001000.000,13191000.000,7597000.000,10709000.000,12169000.000,14868000.000,16561000.000,18146000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,1982000.000,-564000.000,-1577000.000,-4601000.000,2776000.000,1631000.000,3423000.000,-2340000.000,836000.000,2101000.000,5004000.000,4533000.000,3434000.000
IncomeTaxExpenseBenefit,1390000.000,-224000.000,3875000.000,-235000.000,1069000.000,440000.000,1365000.000,-1391000.000,348000.000,861000.000,1933000.000,1579000.000,1300000.000
IncomeTaxReconciliationTaxCreditsResearch,,,,,,,150000.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,2026000.000,,,,-1113000.000,,,,594000.000,,,,813000.000
IncreaseDecreaseInAccountsReceivable,1238000.000,,,,-2397000.000,,,,-2349000.000,,,,1485000.000
IncreaseDecreaseInAssetRetirementObligations,,,,,,,,,,,,,-131000.000
IncreaseDecreaseInBookOverdrafts,-3635000.000,,,,,,,,,,,,
IncreaseDecreaseInIncomeTaxesReceivable,210000.000,,,,11000.000,,,,,,,,
IncreaseDecreaseInInventories,-2967000.000,,,,3112000.000,,,,-1150000.000,,,,-215000.000
IncreaseDecreaseInMarginDepositsOutstanding,1763000.000,,,,-2969000.000,,,,-846000.000,,,,-2950000.000
IncreaseDecreaseInOtherOperatingCapitalNet,185000.000,,,,1005000.000,,,,-132000.000,,,,462000.000
IncreaseDecreaseInOtherReceivables,,,,,935000.000,,,,976000.000,,,,325000.000
IncreaseDecreaseInPensionPlanObligations,,,,,431000.000,,,,,,,,
IncreaseDecreaseInPrepaidExpense,-127000.000,,,,43000.000,,,,-335000.000,,,,-885000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,65000.000,160000.000,275000.000,-251000.000,368000.000,334000.000,343000.000,-702000.000,457000.000
InterestExpense,2397000.000,2430000.000,2335000.000,1471000.000,1081000.000,983000.000,998000.000,927000.000,813000.000,816000.000,935000.000,1019000.000,904000.000
NetCashProvidedByUsedInFinancingActivities,-9752000.000,,,,-2855000.000,,,,-6379000.000,,,,-4751000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-9752000.000,,,,-2855000.000,,,,-6379000.000,,,,-4751000.000
NetCashProvidedByUsedInInvestingActivities,-2447000.000,,,,-3425000.000,,,,-2319000.000,,,,-3216000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2447000.000,,,,-3425000.000,,,,-2319000.000,,,,-3216000.000
NetCashProvidedByUsedInOperatingActivities,12182000.000,,,,6247000.000,,,,8674000.000,,,,8088000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,12182000.000,,,,6247000.000,,,,8674000.000,,,,8088000.000
NetIncomeLoss,592000.000,-340000.000,-5452000.000,-4366000.000,1707000.000,1191000.000,2058000.000,-949000.000,488000.000,1240000.000,3071000.000,2954000.000,2134000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,1700000.000,1187000.000,2054000.000,-945000.000,487000.000,1238000.000,3055000.000,2929000.000,2105000.000
OperatingExpenses,6109000.000,6434000.000,6340000.000,9130000.000,7773000.000,7171000.000,7326000.000,7503000.000,7801000.000,7850000.000,8668000.000,9088000.000,
OperatingIncomeLoss,4359000.000,1650000.000,3573000.000,477000.000,4020000.000,2530000.000,4275000.000,-1421000.000,1641000.000,2911000.000,4925000.000,5814000.000,4410000.000
OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostTax,,,,,8000.000,8000.000,,,,,,,
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax,,,,,,,13000.000,,13000.000,12000.000,12000.000,,36000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditTax,,,,,,,8000.000,,-7000.000,8000.000,8000.000,,22000.000
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,,,,,-14000.000,-14000.000,,,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,,-1217000.000,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,-1522000.000,147000.000,188000.000,9161000.000,103000.000,-395000.000,3175000.000,-3016000.000,1753000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,,,,,,,,,,,-2705000.000,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,355000.000,,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBeforeReclassificationAdjustmentsTax,,,,,,,,,,,-1616000.000,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,149000.000,,-1227000.000,-2163000.000,-2474000.000,-1646000.000,-1545000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,,,,,92000.000,,753000.000,1326000.000,1542000.000,1061000.000,964000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,,,,,,,-341000.000,,-80000.000,-81000.000,-28000.000,-77000.000,-14000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,,,,,,,209000.000,,51000.000,-50000.000,-17000.000,182000.000,9000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,,-2186000.000,-155000.000,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,,,,-1339000.000,95000.000,,,,,,,
OtherComprehensiveIncomeLossReclassificationPensionAndOtherPostretirementBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax,,,,,209000.000,209000.000,,,,,,,
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,,,,,341000.000,341000.000,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,-1877000.000,-53000.000,-17000.000,2694000.000,-1217000.000,-2651000.000,-2044000.000,-2764000.000,158000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,,,,-189000.000,-32000.000,-10000.000,-226000.000,-746000.000,-1625000.000,-1324000.000,9104000.000,-99000.000
OtherNonoperatingIncomeExpense,20000.000,216000.000,-2815000.000,-3607000.000,-163000.000,84000.000,146000.000,8000.000,8000.000,6000.000,1014000.000,-262000.000,-72000.000
PaymentsForProceedsFromOtherInvestingActivities,-11000.000,,,,,,,,272000.000,,,,-8000.000
PaymentsOfLoanCosts,,,,,,,,,,,,,147000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,,,,,,,375000.000
PaymentsToAcquirePropertyPlantAndEquipment,2458000.000,,,,3425000.000,,,,2047000.000,,,,2849000.000
PensionAndOtherPostretirementBenefitContributions,,,,,,,,,724000.000,,,,267000.000
PensionAndOtherPostretirementBenefitExpense,,,,,,,,,761000.000,,,,272000.000
ProceedsFromLongTermLinesOfCredit,3500000.000,,,,2500000.000,,,,,,,,6100000.000
ProceedsFromPaymentsForOtherFinancingActivities,-9000.000,,,,,,,,,,,,
ProceedsFromRepaymentsOfBankOverdrafts,,,,,-1737000.000,,,,-2393000.000,,,,-2828000.000
ProceedsFromStockOptionsExercised,,,,,,,,,,,,,677000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,,,,,-1320000.000,,,,
RepaymentsOfLongTermCapitalLeaseObligations,58000.000,,,,68000.000,,,,39000.000,,,,45000.000
RepaymentsOfLongTermLinesOfCredit,9500000.000,,,,3500000.000,,,,3500000.000,,,,8100000.000
RepaymentsOfOtherLongTermDebt,50000.000,,,,50000.000,,,,50000.000,,,,
RepaymentsOfShortTermDebt,,,,,,,,,549000.000,,,,551000.000
ResearchAndDevelopmentExpense,1340000.000,1317000.000,1541000.000,1640000.000,1465000.000,1300000.000,1590000.000,1515000.000,1267000.000,1408000.000,1275000.000,1659000.000,1628000.000
SalesRevenueGoodsNet,90746000.000,86188000.000,92924000.000,91505000.000,94859000.000,89037000.000,121719000.000,161635000.000,109251000.000,106107000.000,119429000.000,109086000.000,103636000.000
ShareBasedCompensation,238000.000,,,,417000.000,,290000.000,,249000.000,266000.000,326000.000,503000.000,504000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,,,,,,,,,,323300.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,,,,,,,77000.000,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,,,,,,,,0.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,,,,,,,,,0.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,,,,,,,,,16.400
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,,,,,13.500,,,,0.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,,,,,,,0.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,,,,,,,,136875.000
UndistributedEarningsAllocatedToParticipatingSecurities,,,,,7000.000,4000.000,4000.000,-4000.000,1000.000,2000.000,16000.000,,
UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic,,,,,,,,,,,,,29000.000
UnrealizedGainLossOnDerivativesAndCommodityContracts,-3742000.000,,,,705000.000,,,,-122000.000,,,,543000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesExpense,,,,,1100000.000,20000.000,121000.000,-1292000.000,,,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense,,,,,43000.000,1100000.000,,,,,,,
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,,,,,,,,,38000.000,42000.000,,,35000.000
WeightedAverageNumberOfDilutedSharesOutstanding,12330000.000,12300000.000,,,12372000.000,12503000.000,12670000.000,-24926842.000,12841000.000,12835000.000,12875000.000,-25693420.000,13040000.000
WeightedAverageNumberOfSharesOutstandingBasic,12276000.000,12300000.000,,,12307000.000,12343000.000,12395000.000,-24675513.000,12473000.000,12501000.000,12532000.000,-24991131.000,12583000.000
